"method","K_fit","beta","lambda_mu","lambda_kappa","lambda_eta","ARI","loglik","pen_loglik","converged","iter","true_union_q","selected_q","TPR","FPR","Precision","F1","entry_TPR","entry_FPR","entry_Precision","entry_F1","MSE_mu","MSE_kappa","MSE_centered_eta","kappa_hat_mean","df","BIC","EBIC","common_selection_rate","specific_selection_rate","noise_selection_rate","scenario","rep","n","d","K_true","common_q","specific_q_per_component","specific_weight","true_entry_q","mu_pairwise_cos_mean","kappa_true_min","kappa_true_max","kappa_true_ratio"
"Rossi path BIC",4,36.3668269255761,NA,NA,NA,0.407721387292428,97850.0085907195,97363.2171300427,TRUE,2,22,94,1,0.923076923076923,0.234042553191489,0.379310344827586,1,0.572222222222222,0.16260162601626,0.27972027972028,0.000287771214812267,48.470877979691,0.952210531042688,63.1991524155003,249,-193979.986116972,-192833.298740661,1,1,0.923076923076923,"specific_effect_common6_specific4",1,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Rossi path BIC + refit",4,36.3668269255761,NA,NA,NA,0.368191368779462,97909.7987190761,NA,TRUE,78,22,94,1,0.923076923076923,0.234042553191489,0.379310344827586,NA,NA,NA,NA,0.00057987814415212,114.779646933594,2.32464607396854,65.5747232235065,379,-193201.558187418,-191456.198686929,1,1,0.923076923076923,"specific_effect_common6_specific4",1,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Separate 2D path/grid BIC",4,NA,49.2553070210276,0,NA,0.415798159949791,97823.1109481664,97188.2452963888,TRUE,5,22,92,1,0.897435897435897,0.239130434782609,0.385964912280702,0.95,0.472222222222222,0.182692307692308,0.306451612903226,0.00036088551730726,179.85711171951,2.11266948874123,66.0726602643874,211,-194188.685532468,-193216.994623224,1,1,0.897435897435897,"specific_effect_common6_specific4",1,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,49.2553070210276,0,NA,0.396190504740568,97921.1103476063,NA,TRUE,37,22,92,1,0.897435897435897,0.239130434782609,0.385964912280702,NA,NA,NA,NA,0.00103410414095082,350.299164209488,5.63377986052753,68.5799872395814,371,-193279.44348671,-191570.925347709,1,1,0.897435897435897,"specific_effect_common6_specific4",1,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.73177528462824,0.37031879290573,97694.1929799154,97324.9102581755,TRUE,10,22,43,0.863636363636364,0.307692307692308,0.441860465116279,0.584615384615385,NA,NA,NA,NA,0.000641076314622031,227.593979162368,2.76902633250062,66.6759267856287,232,-193785.786735107,-192717.387251958,1,0.8125,0.307692307692308,"specific_effect_common6_specific4",1,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.73177528462824,0.422989940949659,97781.4334980875,NA,TRUE,26,22,43,0.863636363636364,0.307692307692308,0.441860465116279,0.584615384615385,NA,NA,NA,NA,0.000820926948950981,239.163996006445,3.89259803736022,66.4877149372478,175,-194354.009822353,-193548.105039805,1,0.8125,0.307692307692308,"specific_effect_common6_specific4",1,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Rossi path BIC",4,28.8943288265552,NA,NA,NA,0.452550366458911,97790.9487228125,97394.4678517367,TRUE,2,22,99,1,0.987179487179487,0.222222222222222,0.363636363636364,1,0.583333333333333,0.16,0.275862068965517,0.000210928207864901,2.05057198120279,0.462647838095256,58.7848754129988,253,-193834.235360043,-192669.127302988,1,1,0.987179487179487,"specific_effect_common6_specific4",2,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Rossi path BIC + refit",4,28.8943288265552,NA,NA,NA,0.442722583119367,97832.5573337288,NA,TRUE,49,22,99,1,0.987179487179487,0.222222222222222,0.363636363636364,NA,NA,NA,NA,0.000535280805630878,0.571171701201176,1.00551887603761,57.7913533652872,399,-192908.920311144,-191071.457406934,1,1,0.987179487179487,"specific_effect_common6_specific4",2,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Separate 2D path/grid BIC",4,NA,60.3097314510138,0,NA,0.467088987509912,97710.51231016,96998.4288427866,TRUE,11,22,84,1,0.794871794871795,0.261904761904762,0.415094339622642,1,0.286111111111111,0.27972027972028,0.437158469945355,0.000108287670063339,4.97125240911853,0.272228365497507,57.2888266641403,146,-194412.492349589,-193740.137502434,1,1,0.794871794871795,"specific_effect_common6_specific4",2,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,60.3097314510138,0,NA,0.428111901603444,97812.9595446721,NA,TRUE,55,22,84,1,0.794871794871795,0.261904761904762,0.415094339622642,NA,NA,NA,NA,0.000456442820624171,0.478109260525005,0.815247748801089,57.356401936943,339,-193284.190049769,-191723.037356719,1,1,0.794871794871795,"specific_effect_common6_specific4",2,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Eta centered path BIC",4,NA,NA,NA,2.0645981069835,0.319847118676159,97521.1715644345,97246.0315036818,TRUE,39,22,19,0.727272727272727,0.0384615384615385,0.842105263157895,0.780487804878049,NA,NA,NA,NA,0.000456817533661119,394.475584382662,4.07815919244797,65.43190693563,160,-193937.102284232,-193200.275054474,1,0.625,0.0384615384615385,"specific_effect_common6_specific4",2,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,2.0645981069835,0.426210760828794,97614.5882058174,NA,TRUE,39,22,19,0.727272727272727,0.0384615384615385,0.842105263157895,0.780487804878049,NA,NA,NA,NA,0.000594205467128056,95.0556409887787,2.27483265267907,64.2700804786651,79,-194683.463744595,-194319.655299902,1,0.625,0.0384615384615385,"specific_effect_common6_specific4",2,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Rossi path BIC",4,38.1035730966837,NA,NA,NA,0.38240260329106,97912.9563272586,97418.2065691842,TRUE,2,22,95,1,0.935897435897436,0.231578947368421,0.376068376068376,0.9,0.530555555555556,0.158590308370044,0.269662921348315,0.000675977902483254,6.20745429617418,1.31575104142502,59.6229648306327,230,-194237.128940351,-193177.939797574,1,1,0.935897435897436,"specific_effect_common6_specific4",3,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Rossi path BIC + refit",4,38.1035730966837,NA,NA,NA,0.381492370873837,97993.4879600685,NA,TRUE,71,22,95,1,0.935897435897436,0.231578947368421,0.376068376068376,NA,NA,NA,NA,0.00142844633008508,44.9679118893235,3.34623003337747,62.1216614566918,383,-193341.305648287,-191577.525467053,1,1,0.935897435897436,"specific_effect_common6_specific4",3,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Separate 2D path/grid BIC",4,NA,38.4759747409377,0,NA,0.383036368370743,97910.7448692254,97413.4158218229,TRUE,2,22,95,1,0.935897435897436,0.231578947368421,0.376068376068376,0.9,0.522222222222222,0.160714285714286,0.272727272727273,0.00068085753853288,6.21339162141846,1.32226107244825,59.6204311188678,227,-194253.429290122,-193208.055657902,1,1,0.935897435897436,"specific_effect_common6_specific4",3,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,38.4759747409377,0,NA,0.381492370873837,97993.4862614507,NA,TRUE,71,22,95,1,0.935897435897436,0.231578947368421,0.376068376068376,NA,NA,NA,NA,0.00142857986156234,44.9916160471447,3.3468278639056,62.1227756167982,383,-193341.302251051,-191577.522069818,1,1,0.935897435897436,"specific_effect_common6_specific4",3,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.3493890714978,0.371354762039199,97785.7624700365,97579.2319277818,TRUE,36,22,39,0.818181818181818,0.269230769230769,0.461538461538462,0.590163934426229,NA,NA,NA,NA,0.000576063907509981,26.5425255047684,1.31278573986935,57.7069754315528,220,-194051.818778697,-193038.681337779,1,0.75,0.269230769230769,"specific_effect_common6_specific4",3,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.3493890714978,0.410954506046267,97852.9562483672,NA,TRUE,23,22,39,0.818181818181818,0.269230769230769,0.461538461538462,0.590163934426229,NA,NA,NA,NA,0.000768442473947702,10.3349127868035,1.58825070105704,59.2605619680727,159,-194607.579407376,-193875.357347804,1,0.75,0.269230769230769,"specific_effect_common6_specific4",3,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Rossi path BIC",4,19.874774270356,NA,NA,NA,0.357190031181298,97911.8531150645,97611.921648242,TRUE,2,22,100,1,1,0.22,0.360655737704918,1,0.744444444444444,0.12987012987013,0.229885057471264,0.000363160928577171,1.55308284345844,0.674873973463189,57.6588750079116,311,-193675.394338366,-192243.186410523,1,1,1,"specific_effect_common6_specific4",4,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Rossi path BIC + refit",4,19.874774270356,NA,NA,NA,0.329439626044645,97942.5899261138,NA,FALSE,100,22,100,1,1,0.22,0.360655737704918,NA,NA,NA,NA,0.00114835944864618,7.64922343674773,1.38508110062164,56.3618733659151,403,-193101.354474798,-191245.470889844,1,1,1,"specific_effect_common6_specific4",4,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Separate 2D path/grid BIC",4,NA,38.0244915700396,1.41475271595648,NA,0.363389688309663,97841.0706994962,97041.051366293,TRUE,2,22,97,1,0.961538461538462,0.22680412371134,0.369747899159664,1,0.483333333333333,0.186915887850467,0.31496062992126,0.00018724557212216,16.3932094251538,0.363562413498986,53.6639045311595,217,-194183.158503453,-193183.836573094,1,1,0.961538461538462,"specific_effect_common6_specific4",4,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,38.0244915700396,1.41475271595648,NA,0.333053208469519,97936.8838600455,NA,TRUE,23,22,97,1,0.961538461538462,0.22680412371134,0.369747899159664,NA,NA,NA,NA,0.000737839319571762,3.11406941540253,1.08590199213933,56.468603562553,391,-193172.835406009,-191372.213863288,1,1,0.961538461538462,"specific_effect_common6_specific4",4,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.14952388165607,0.385717672665813,97766.7531080155,97566.7514823117,TRUE,24,22,46,0.954545454545455,0.320512820512821,0.456521739130435,0.617647058823529,NA,NA,NA,NA,0.000337704086679936,32.9742341765645,0.91704525174681,59.5742164302472,241,-193868.737193796,-192758.891178973,1,0.9375,0.320512820512821,"specific_effect_common6_specific4",4,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.14952388165607,0.370824455266518,97829.5200070435,NA,TRUE,20,22,46,0.954545454545455,0.320512820512821,0.456521739130435,0.617647058823529,NA,NA,NA,NA,0.000621503527722929,38.1533007325012,1.65940102781428,60.5184011105335,187,-194367.289776917,-193506.122952138,1,0.9375,0.320512820512821,"specific_effect_common6_specific4",4,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Rossi path BIC",4,51.0541739382496,NA,NA,NA,0.477521433515366,97991.1765861334,97348.4285931829,TRUE,2,22,95,1,0.935897435897436,0.231578947368421,0.376068376068376,1,0.444444444444444,0.2,0.333333333333333,0.000108924739686466,11.0862151772214,0.287708138922873,60.2122021753809,203,-194580.078850633,-193645.229302878,1,1,0.935897435897436,"specific_effect_common6_specific4",5,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Rossi path BIC + refit",4,51.0541739382496,NA,NA,NA,0.420184140973246,98100.6807705372,NA,FALSE,100,22,95,1,0.935897435897436,0.231578947368421,0.376068376068376,NA,NA,NA,NA,0.000722117779122959,18.3480689374126,1.6342537034152,60.3117441539598,383,-193555.691269224,-191791.911087991,1,1,0.935897435897436,"specific_effect_common6_specific4",5,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Separate 2D path/grid BIC",4,NA,54.7327368370427,0,NA,0.485618088086705,97977.4701933169,97303.0360600622,TRUE,6,22,93,1,0.91025641025641,0.236559139784946,0.382608695652174,1,0.405555555555556,0.21505376344086,0.353982300884956,9.07445013454614e-05,8.02619655040915,0.236369222916099,59.7924158474966,189,-194649.374638906,-193778.997473754,1,1,0.91025641025641,"specific_effect_common6_specific4",5,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,54.7327368370427,0,NA,0.3842827349484,98093.0369694062,NA,FALSE,100,22,93,1,0.91025641025641,0.236559139784946,0.382608695652174,NA,NA,NA,NA,0.000569095705570701,10.3662599524638,1.18823686478502,58.3584414652079,375,-193595.665709194,-191868.726889449,1,1,0.91025641025641,"specific_effect_common6_specific4",5,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Eta centered path BIC",4,NA,NA,NA,2.46395622463185,0.366276309359543,97787.0702887488,97315.3973924883,TRUE,5,22,37,0.818181818181818,0.243589743589744,0.486486486486487,0.610169491525424,NA,NA,NA,NA,0.000882538004784849,104.294589539703,2.28439998056993,60.0422440318524,214,-194095.880947795,-193110.374527994,1,0.75,0.243589743589744,"specific_effect_common6_specific4",5,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,2.46395622463185,0.459659963662198,97946.604409229,NA,TRUE,29,22,37,0.818181818181818,0.243589743589744,0.486486486486487,0.610169491525424,NA,NA,NA,NA,0.00127830922393581,106.876093202125,3.64113073164949,62.8161976903,151,-194850.137771332,-194154.757073247,1,0.75,0.243589743589744,"specific_effect_common6_specific4",5,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Rossi path BIC",4,38.8384075403461,NA,NA,NA,0.389399515696476,97789.1026738111,97290.3299029024,TRUE,18,22,99,1,0.987179487179487,0.222222222222222,0.363636363636364,0.925,0.477777777777778,0.177033492822967,0.29718875502008,0.00069418545560581,4.45114203020477,1.2929193056178,58.0331165540384,212,-194113.761228478,-193137.465149048,1,1,0.987179487179487,"specific_effect_common6_specific4",6,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Rossi path BIC + refit",4,38.8384075403461,NA,NA,NA,0.360805434281544,97895.9565210477,NA,TRUE,65,22,99,1,0.987179487179487,0.222222222222222,0.363636363636364,NA,NA,NA,NA,0.00141085373772615,11.4392187262079,2.61734786860408,57.4102493932047,399,-193035.718685782,-191198.255781572,1,1,0.987179487179487,"specific_effect_common6_specific4",6,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Separate 2D path/grid BIC",4,NA,38.8384070800104,0,NA,0.389399515696476,97789.1026756575,97290.3299087747,TRUE,18,22,99,1,0.987179487179487,0.222222222222222,0.363636363636364,0.925,0.477777777777778,0.177033492822967,0.29718875502008,0.000694185456433717,4.45114204454568,1.2929193096547,58.0331165784874,212,-194113.761232171,-193137.465152741,1,1,0.987179487179487,"specific_effect_common6_specific4",6,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,38.8384070800104,0,NA,0.360805434281544,97895.9565210572,NA,TRUE,65,22,99,1,0.987179487179487,0.222222222222222,0.363636363636364,NA,NA,NA,NA,0.00141085373827106,11.4392187594484,2.61734787218389,57.4102494061237,399,-193035.718685801,-191198.255781591,1,1,0.987179487179487,"specific_effect_common6_specific4",6,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.62447961859519,0.342624333631826,97619.8151640595,97390.9930506494,TRUE,17,22,25,0.772727272727273,0.102564102564103,0.68,0.723404255319149,NA,NA,NA,NA,0.000423420360611669,291.034249359659,3.26123362590368,62.1803846612653,178,-194010.04988846,-193190.329595354,1,0.6875,0.102564102564103,"specific_effect_common6_specific4",6,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.62447961859519,0.418377610100258,97693.7443760759,NA,TRUE,24,22,25,0.772727272727273,0.102564102564103,0.68,0.723404255319149,NA,NA,NA,NA,0.000520690339119122,82.6689720753228,1.79468170063629,61.7814262693634,103,-194675.989958417,-194201.65742926,1,0.6875,0.102564102564103,"specific_effect_common6_specific4",6,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Rossi path BIC",4,14.8563874895671,NA,NA,NA,0.373082986344151,98216.7913473039,97985.8386131725,TRUE,2,22,100,1,1,0.22,0.360655737704918,1,0.855555555555556,0.114942528735632,0.206185567010309,0.000441434363574355,127.109794551151,1.94035717689703,65.8715925200309,351,-194008.960591685,-192392.545856403,1,1,1,"specific_effect_common6_specific4",7,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Rossi path BIC + refit",4,14.8563874895671,NA,NA,NA,0.371305824555717,98225.6455696829,NA,TRUE,21,22,100,1,1,0.22,0.360655737704918,NA,NA,NA,NA,0.000557921490675653,121.363294326478,2.28758207826047,65.451197516083,403,-193667.465761936,-191811.582176983,1,1,1,"specific_effect_common6_specific4",7,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Separate 2D path/grid BIC",4,NA,30.1167001331068,1.03308790995664,NA,0.423411547548249,98158.516106159,97513.1855218589,TRUE,2,22,99,1,0.987179487179487,0.222222222222222,0.363636363636364,1,0.586111111111111,0.159362549800797,0.274914089347079,0.000226657916423435,1.66941539751532,0.474061353215863,57.232383575752,254,-194562.462371457,-193392.749144216,1,1,0.987179487179487,"specific_effect_common6_specific4",7,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,30.1167001331068,1.03308790995664,NA,0.389490354536643,98222.6110952616,NA,TRUE,84,22,99,1,0.987179487179487,0.222222222222222,0.363636363636364,NA,NA,NA,NA,0.000597438770517033,30.0522693155351,1.46186054827791,61.9605571955257,399,-193689.027834209,-191851.56493,1,1,0.987179487179487,"specific_effect_common6_specific4",7,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.5846186889018,0.366472335583202,97927.1617243299,97743.749632927,TRUE,26,22,16,0.727272727272727,0,1,0.842105263157895,NA,NA,NA,NA,0.000340991841969051,364.843020196662,3.55521284860318,64.9204436865021,151,-194811.252401534,-194115.871703449,1,0.625,0,"specific_effect_common6_specific4",7,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.5846186889018,0.370953268878896,97960.4933974402,NA,TRUE,35,22,16,0.727272727272727,0,1,0.842105263157895,NA,NA,NA,NA,0.000285492066851144,76.7183002079546,0.943668758464049,64.0400764340401,67,-195458.167191189,-195149.620788727,1,0.625,0,"specific_effect_common6_specific4",7,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Rossi path BIC",4,24.591907971724,NA,NA,NA,0.380393979696021,97561.9372869381,97191.912365077,TRUE,2,22,99,1,0.987179487179487,0.222222222222222,0.363636363636364,1,0.733333333333333,0.131578947368421,0.232558139534884,0.000461592442164909,151.779523904249,2.32703966506487,65.700930648907,307,-193003.193703229,-191589.40645613,1,1,0.987179487179487,"specific_effect_common6_specific4",8,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Rossi path BIC + refit",4,24.591907971724,NA,NA,NA,0.349503912482222,97586.567824673,NA,TRUE,40,22,99,1,0.987179487179487,0.222222222222222,0.363636363636364,NA,NA,NA,NA,0.000682671653813011,147.682575364786,3.11564911683773,64.9045105079391,399,-192416.941293032,-190579.478388823,1,1,0.987179487179487,"specific_effect_common6_specific4",8,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Separate 2D path/grid BIC",4,NA,29.1889018501754,0,NA,0.391982562958073,97550.9817305665,97128.5190608389,TRUE,2,22,100,1,1,0.22,0.360655737704918,0.95,0.683333333333333,0.133802816901408,0.234567901234568,0.000466097034798523,76.9184735142604,1.69281535961351,63.380455141296,287,-193119.437696065,-191797.753852686,1,1,1,"specific_effect_common6_specific4",8,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,29.1889018501754,0,NA,0.362817316874993,97589.7205555505,NA,TRUE,40,22,100,1,1,0.22,0.360655737704918,NA,NA,NA,NA,0.000761944853988418,55.7429662890993,2.32459311782724,61.9069952235957,403,-192395.615733671,-190539.732148718,1,1,1,"specific_effect_common6_specific4",8,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.77131061915755,0.366668382263434,97313.4159674642,97043.573515333,TRUE,92,22,29,0.863636363636364,0.128205128205128,0.655172413793103,0.745098039215686,NA,NA,NA,NA,0.000484790708669155,112.44769490259,1.81903840280068,62.1999534830778,190,-193314.358431922,-192439.376096584,1,0.8125,0.128205128205128,"specific_effect_common6_specific4",8,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.77131061915755,0.417393862289564,97390.1489247376,NA,TRUE,26,22,29,0.863636363636364,0.128205128205128,0.655172413793103,0.745098039215686,NA,NA,NA,NA,0.000490850756996462,68.4466327719041,1.6513708650761,62.1631463885113,119,-193958.274971276,-193410.259719144,1,0.8125,0.128205128205128,"specific_effect_common6_specific4",8,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Rossi path BIC",4,22.8493926812426,NA,NA,NA,0.361152720254756,97566.0168667803,97214.0824721265,TRUE,2,22,100,1,1,0.22,0.360655737704918,0.975,0.758333333333333,0.125,0.221590909090909,0.000619131230966628,10.973800471996,1.21091751123759,57.0729328303201,315,-192956.090820681,-191505.462212095,1,1,1,"specific_effect_common6_specific4",9,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Rossi path BIC + refit",4,22.8493926812426,NA,NA,NA,0.341732231778883,97595.748495113,NA,TRUE,39,22,100,1,1,0.22,0.360655737704918,NA,NA,NA,NA,0.00106094116547535,16.2512382003432,1.92261506687476,56.478327373953,403,-192407.671612796,-190551.788027843,1,1,1,"specific_effect_common6_specific4",9,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Separate 2D path/grid BIC",4,NA,49.0952662861237,0,NA,0.434721179533148,97506.6798394692,96869.3718944621,TRUE,2,22,95,1,0.935897435897436,0.231578947368421,0.376068376068376,0.975,0.466666666666667,0.188405797101449,0.315789473684211,0.000383026920590987,76.8515443150816,1.46684997146493,61.4034332016447,210,-193562.731070352,-192595.645331295,1,1,0.935897435897436,"specific_effect_common6_specific4",9,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,49.0952662861237,0,NA,0.400155906964961,97599.3600794887,NA,TRUE,48,22,95,1,0.935897435897436,0.231578947368421,0.376068376068376,NA,NA,NA,NA,0.000879795131558227,60.0639232576665,2.38011388426929,60.3789259502035,383,-192553.049887127,-190789.269705894,1,1,0.935897435897436,"specific_effect_common6_specific4",9,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.41317270258597,0.415175533948163,97371.1448648322,97172.9501724602,TRUE,3,22,26,0.863636363636364,0.0897435897435897,0.730769230769231,0.791666666666667,NA,NA,NA,NA,0.000371349667261597,30.4019466485634,0.817891328407484,56.3149285223881,181,-193491.986024169,-192658.450220505,1,0.8125,0.0897435897435897,"specific_effect_common6_specific4",9,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.41317270258597,0.398880814866601,97398.6711871207,NA,TRUE,61,22,26,0.863636363636364,0.0897435897435897,0.730769230769231,0.791666666666667,NA,NA,NA,NA,0.000459779640608151,21.3163633120276,0.801192289157103,54.8091107145529,107,-194058.21255939,-193565.45934949,1,0.8125,0.0897435897435897,"specific_effect_common6_specific4",9,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Rossi path BIC",4,15.9138857734167,NA,NA,NA,0.385482797865031,97446.0621950443,97206.3188379642,TRUE,2,22,99,1,0.987179487179487,0.222222222222222,0.363636363636364,1,0.8,0.121951219512195,0.217391304347826,0.000288262633539282,18.1777816098203,0.791499341230846,60.5303789978701,331,-192605.657392745,-191081.346061183,1,1,0.987179487179487,"specific_effect_common6_specific4",10,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Rossi path BIC + refit",4,15.9138857734167,NA,NA,NA,0.353234590118493,97461.9030474801,NA,TRUE,45,22,99,1,0.987179487179487,0.222222222222222,0.363636363636364,NA,NA,NA,NA,0.000488474253265741,13.7180264611734,1.21645629048677,59.5690097860436,399,-192167.611738646,-190330.148834437,1,1,0.987179487179487,"specific_effect_common6_specific4",10,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Separate 2D path/grid BIC",4,NA,12.200874723954,2.96465682371588,NA,0.310839923045053,97366.0298734144,96642.3961320596,TRUE,2,22,99,1,0.987179487179487,0.222222222222222,0.363636363636364,0.925,0.733333333333333,0.122923588039867,0.217008797653959,0.00149965203293678,358.69407846896,3.36239019379021,43.8040717681861,304,-192632.102142018,-191232.130405478,1,1,0.987179487179487,"specific_effect_common6_specific4",10,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,12.200874723954,2.96465682371588,NA,0.285371862433079,97439.5729483599,NA,FALSE,100,22,99,1,0.987179487179487,0.222222222222222,0.363636363636364,NA,NA,NA,NA,0.00133929301778777,43.5534625635027,2.12620205544939,53.0502537652117,399,-192122.951540406,-190285.488636197,1,1,0.987179487179487,"specific_effect_common6_specific4",10,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.68745545497782,0.357717727575054,97191.1061782856,96962.719423232,TRUE,89,22,25,0.954545454545455,0.0512820512820513,0.84,0.893617021276596,NA,NA,NA,NA,0.000345809240979095,78.3630870926099,1.22386697432721,60.7041882822618,178,-193152.631916912,-192332.911623806,1,0.9375,0.0512820512820513,"specific_effect_common6_specific4",10,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.68745545497782,0.400216063207782,97287.0405284262,NA,TRUE,73,22,25,0.954545454545455,0.0512820512820513,0.84,0.893617021276596,NA,NA,NA,NA,0.000145626862612935,9.42918757791052,0.34469456421277,59.6896717637734,103,-193862.582263117,-193388.24973396,1,0.9375,0.0512820512820513,"specific_effect_common6_specific4",10,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Rossi path BIC",4,38.4126613598352,NA,NA,NA,0.401969175597362,97640.3155470382,97116.1344687795,TRUE,2,22,100,1,1,0.22,0.360655737704918,0.95,0.566666666666667,0.15702479338843,0.269503546099291,0.000478187864616832,121.045213122337,2.20275381810859,64.7358642791985,245,-193588.231050726,-192459.964355159,1,1,1,"specific_effect_common6_specific4",11,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Rossi path BIC + refit",4,38.4126613598352,NA,NA,NA,0.392810315053695,97716.4837110663,NA,TRUE,58,22,100,1,1,0.22,0.360655737704918,NA,NA,NA,NA,0.00118758746630779,181.10093340543,5.47143801083146,68.5825264890117,403,-192649.142044703,-190793.25845975,1,1,1,"specific_effect_common6_specific4",11,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Separate 2D path/grid BIC",4,NA,62.3560541215881,0,NA,0.418758576607407,97580.6003163246,96818.756289947,TRUE,17,22,90,1,0.871794871794872,0.244444444444444,0.392857142857143,0.925,0.377777777777778,0.213872832369942,0.347417840375587,0.000259976898976549,145.197791140257,1.50344267431477,65.2818366535823,176,-193945.435703548,-193134.925750814,1,1,0.871794871794872,"specific_effect_common6_specific4",11,1000,100,4,6,4,0.25,40,0.96,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,62.3560541215881,0,NA,0.357456160682574,97693.5856298028,NA,TRUE,53,22,90,1,0.871794871794872,0.244444444444444,0.392857142857143,NA,NA,NA,NA,0.000514763225383845,218.565956425629,2.7790431255544,68.6182267405017,363,-192879.656093335,-191207.979315821,1,1,0.871794871794872,"specific_effect_common6_specific4",11,1000,100,4,6,4,0.25,40,0.96,30,90,3
