"method","K_fit","beta","lambda_mu","lambda_kappa","lambda_eta","ARI","loglik","pen_loglik","converged","iter","true_union_q","selected_q","TPR","FPR","Precision","F1","entry_TPR","entry_FPR","entry_Precision","entry_F1","MSE_mu","MSE_kappa","MSE_centered_eta","kappa_hat_mean","df","BIC","EBIC","common_selection_rate","specific_selection_rate","noise_selection_rate","scenario","rep","n","d","K_true","common_q","specific_q_per_component","specific_weight","true_entry_q","mu_pairwise_cos_mean","kappa_true_min","kappa_true_max","kappa_true_ratio"
"Eta centered path BIC",4,NA,NA,NA,1.78432087147561,0.527618758381418,96923.0172843303,96572.1525149999,TRUE,34,22,24,0.954545454545455,0.0384615384615385,0.875,0.91304347826087,NA,NA,NA,NA,0.000378460046202163,23.317303069747,0.654536936575865,59.0895082531512,175,-192637.177394839,-191831.272612291,1,0.9375,0.0384615384615385,"specific_effect_common6_specific4",13,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.78432087147561,0.663276162552567,97007.2941464616,NA,TRUE,33,22,24,0.954545454545455,0.0384615384615385,0.875,0.91304347826087,NA,NA,NA,NA,0.00017606796715232,0.249454415321704,0.242022163492092,57.3749841968168,99,-193330.720520304,-192874.808671891,1,0.9375,0.0384615384615385,"specific_effect_common6_specific4",13,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC",4,22.7932149633287,NA,NA,NA,0.647484491974234,97569.4210696698,97235.5914428045,TRUE,2,22,100,1,1,0.22,0.360655737704918,1,0.683333333333333,0.13986013986014,0.245398773006135,0.000146504187861292,6.55384826291115,0.319854673234614,59.7729164431534,289,-193142.500863714,-191811.606679963,1,1,1,"specific_effect_common6_specific4",14,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC + refit",4,22.7932149633287,NA,NA,NA,0.633555269025291,97585.96884485,NA,TRUE,10,22,100,1,1,0.22,0.360655737704918,NA,NA,NA,NA,0.000254009784213081,6.78339723408875,0.506254029724613,59.8161773497279,403,-192388.11231227,-190532.228727317,1,1,1,"specific_effect_common6_specific4",14,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC",4,NA,37.5779170261771,0,NA,0.664528673098621,97546.5413529965,97025.0636745016,TRUE,2,22,99,1,0.987179487179487,0.222222222222222,0.363636363636364,1,0.544444444444444,0.169491525423729,0.289855072463768,9.7843625628386e-05,5.38898326668478,0.227560397261737,59.5606638165827,239,-193442.129194316,-192341.493519865,1,1,0.987179487179487,"specific_effect_common6_specific4",14,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,37.5779170261771,0,NA,0.631331111420885,97585.6784843652,NA,TRUE,14,22,99,1,0.987179487179487,0.222222222222222,0.363636363636364,NA,NA,NA,NA,0.000252751290707713,6.57344529769193,0.502170650620397,59.7857648025065,399,-192415.162612417,-190577.699708207,1,1,0.987179487179487,"specific_effect_common6_specific4",14,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.79326094054073,0.57182300815403,97380.6444892268,97011.9604277201,TRUE,23,22,24,1,0.0256410256410256,0.916666666666667,0.956521739130435,NA,NA,NA,NA,0.000260489988799609,19.3415794275063,0.403892139560287,59.1689627995477,175,-193552.431804632,-192746.527022084,1,1,0.0256410256410256,"specific_effect_common6_specific4",14,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.79326094054073,0.691626062686173,97442.7108846129,NA,TRUE,22,22,24,1,0.0256410256410256,0.916666666666667,0.956521739130435,NA,NA,NA,NA,5.46183076468554e-05,1.72676971635148,0.115574300259266,58.5485893462236,99,-194201.553996606,-193745.642148194,1,1,0.0256410256410256,"specific_effect_common6_specific4",14,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC",4,28.8775415214825,NA,NA,NA,0.683245813962541,97482.8172334822,97067.4723069698,TRUE,2,22,99,1,0.987179487179487,0.222222222222222,0.363636363636364,1,0.644444444444444,0.147058823529412,0.256410256410256,0.000149765329663601,2.76904333769114,0.314814930388574,58.3120733103803,275,-193066.001765244,-191799.579964098,1,1,0.987179487179487,"specific_effect_common6_specific4",15,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC + refit",4,28.8775415214825,NA,NA,NA,0.644938173824581,97514.6326978297,NA,TRUE,21,22,99,1,0.987179487179487,0.222222222222222,0.363636363636364,NA,NA,NA,NA,0.000346828161766322,3.42390991695429,0.612612899213793,58.1425776667717,399,-192273.071039346,-190435.608135136,1,1,0.987179487179487,"specific_effect_common6_specific4",15,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC",4,NA,47.2115155891188,0,NA,0.689335776805485,97448.5040869569,96812.6764295807,TRUE,2,22,92,1,0.897435897435897,0.239130434782609,0.385964912280702,1,0.455555555555556,0.196078431372549,0.327868852459016,9.48911477170539e-05,2.53357192607568,0.220965042090034,58.1351556798672,207,-193467.102831165,-192513.832602665,1,1,0.897435897435897,"specific_effect_common6_specific4",15,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,47.2115155891188,0,NA,0.647784081319486,97509.9341894937,NA,TRUE,15,22,92,1,0.897435897435897,0.239130434782609,0.385964912280702,NA,NA,NA,NA,0.000327123309163708,3.09804017711527,0.58764155151271,58.228127178169,371,-192457.091170485,-190748.573031483,1,1,0.897435897435897,"specific_effect_common6_specific4",15,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.6622924105228,0.618788436818324,97328.0048140573,96970.0410401244,TRUE,25,22,29,1,0.0897435897435897,0.758620689655172,0.862745098039216,NA,NA,NA,NA,0.000242373614274834,8.84572037851875,0.341265700487024,57.8555055857735,190,-193343.536125108,-192468.55378977,1,1,0.0897435897435897,"specific_effect_common6_specific4",15,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.6622924105228,0.68956443078997,97394.4347460496,NA,TRUE,27,22,29,1,0.0897435897435897,0.758620689655172,0.862745098039216,NA,NA,NA,NA,0.000125117872867663,2.82042826111833,0.261024864471168,57.8185310360061,119,-193966.8466139,-193418.831361768,1,1,0.0897435897435897,"specific_effect_common6_specific4",15,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC",4,31.1195699663291,NA,NA,NA,0.709352099360647,97380.4260616628,96940.7378314967,TRUE,2,22,100,1,1,0.22,0.360655737704918,1,0.65,0.145985401459854,0.254777070063694,0.000113526008745783,0.756157947419271,0.238749266491292,58.3124893391134,277,-192847.403911048,-191571.771769529,1,1,1,"specific_effect_common6_specific4",16,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC + refit",4,31.1195699663291,NA,NA,NA,0.659767301819737,97415.5894030846,NA,TRUE,20,22,100,1,1,0.22,0.360655737704918,NA,NA,NA,NA,0.000290569024237086,1.48656391621644,0.541758741418791,58.6956366354844,403,-192047.353428739,-190191.469843786,1,1,1,"specific_effect_common6_specific4",16,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC",4,NA,49.0667801778471,0,NA,0.709869881335793,97348.2470867132,96695.0401800824,TRUE,2,22,99,1,0.987179487179487,0.222222222222222,0.363636363636364,1,0.480555555555556,0.187793427230047,0.316205533596838,7.6117715187126e-05,0.539405796397618,0.164822175492707,58.1033756169586,216,-193204.419033166,-192209.702272993,1,1,0.987179487179487,"specific_effect_common6_specific4",16,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,49.0667801778471,0,NA,0.659767301819737,97415.3249908926,NA,TRUE,21,22,99,1,0.987179487179487,0.222222222222222,0.363636363636364,NA,NA,NA,NA,0.000290173882343981,1.45981261858106,0.540816726439415,58.6873006340535,399,-192074.455625471,-190236.992721262,1,1,0.987179487179487,"specific_effect_common6_specific4",16,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.9148569523789,0.630529760631863,97203.6353176805,96810.9691232698,TRUE,12,22,22,1,0,1,1,NA,NA,NA,NA,0.000282912078707467,8.7439605212096,0.36645530626232,57.4699463162819,169,-193239.859993213,-192461.586231781,1,1,0,"specific_effect_common6_specific4",16,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.9148569523789,0.687172157417684,97262.0226819997,NA,TRUE,17,22,22,1,0,1,1,NA,NA,NA,NA,6.77257267002705e-05,0.428892079934661,0.104393472838269,57.8666556729035,91,-193895.439633612,-193476.369146687,1,1,0,"specific_effect_common6_specific4",16,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC",4,24.0247716830402,NA,NA,NA,0.705313710955662,97635.008115903,97275.6644960881,TRUE,2,22,99,1,0.987179487179487,0.222222222222222,0.363636363636364,1,0.766666666666667,0.126582278481013,0.224719101123596,0.000177576629103781,2.55365415244906,0.359679014746934,58.8401350454734,319,-193066.442297811,-191597.39300848,1,1,0.987179487179487,"specific_effect_common6_specific4",17,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC + refit",4,24.0247716830402,NA,NA,NA,0.690687877722271,97657.9276258292,NA,TRUE,20,22,99,1,0.987179487179487,0.222222222222222,0.363636363636364,NA,NA,NA,NA,0.000357530513580032,1.27073026639923,0.592088785869846,58.4861511729111,399,-192559.660895344,-190722.197991135,1,1,0.987179487179487,"specific_effect_common6_specific4",17,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC",4,NA,52.9631609339754,2.98833246654091,NA,0.709432201238251,97550.7328067431,96189.8301742528,TRUE,2,22,92,1,0.897435897435897,0.239130434782609,0.385964912280702,1,0.452777777777778,0.197044334975369,0.329218106995885,8.97043569095421e-05,8.61707069269557,0.192270003451782,54.8046091362523,206,-193678.468026016,-192729.802967702,1,1,0.897435897435897,"specific_effect_common6_specific4",17,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,52.9631609339754,2.98833246654091,NA,0.69588008963065,97654.0303495724,NA,TRUE,8,22,92,1,0.897435897435897,0.239130434782609,0.385964912280702,NA,NA,NA,NA,0.000349780485706481,1.1766399389208,0.581880888456446,58.4410829107225,371,-192745.283490642,-191036.765351641,1,1,0.897435897435897,"specific_effect_common6_specific4",17,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.80340296712879,0.676378147440206,97444.1398516254,97065.8587402705,TRUE,20,22,25,1,0.0384615384615385,0.88,0.936170212765957,NA,NA,NA,NA,0.000229176407057135,10.4766812879447,0.348922870831661,58.0962060798607,178,-193658.699263592,-192838.978970486,1,1,0.0384615384615385,"specific_effect_common6_specific4",17,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.80340296712879,0.710124143133622,97502.1954874568,NA,TRUE,20,22,25,1,0.0384615384615385,0.88,0.936170212765957,NA,NA,NA,NA,0.000115780074467779,0.752527999533342,0.191917080581552,58.0748603069479,103,-194292.892181178,-193818.559652022,1,1,0.0384615384615385,"specific_effect_common6_specific4",17,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC",4,31.675210680777,NA,NA,NA,0.684882204842372,97247.9416881577,96799.1204603243,TRUE,2,22,99,1,0.987179487179487,0.222222222222222,0.363636363636364,1,0.644444444444444,0.147058823529412,0.256410256410256,0.000138021021062713,2.10093921783778,0.269236456567305,58.1476982265237,275,-192596.250674595,-191329.828873449,1,1,0.987179487179487,"specific_effect_common6_specific4",18,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC + refit",4,31.675210680777,NA,NA,NA,0.654709878337561,97283.9073089648,NA,TRUE,9,22,99,1,0.987179487179487,0.222222222222222,0.363636363636364,NA,NA,NA,NA,0.000302528797666297,2.53755938346568,0.555211173072442,58.4220302597951,399,-191811.620261616,-189974.157357406,1,1,0.987179487179487,"specific_effect_common6_specific4",18,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC",4,NA,57.8064726560602,0,NA,0.702233395672142,97200.2613822145,96445.1998604906,TRUE,2,22,89,1,0.858974358974359,0.247191011235955,0.396396396396396,1,0.369444444444444,0.23121387283237,0.375586854460094,8.34371145251959e-05,1.49718229201833,0.162195188541045,57.710385622799,176,-193184.757835328,-192374.247882594,1,1,0.858974358974359,"specific_effect_common6_specific4",18,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,57.8064726560602,0,NA,0.655175420371747,97274.8489326133,NA,TRUE,9,22,89,1,0.858974358974359,0.247191011235955,0.396396396396396,NA,NA,NA,NA,0.000278211847350208,2.27545595852218,0.516661290585116,58.3703267085649,359,-192069.813720072,-190416.557623302,1,1,0.858974358974359,"specific_effect_common6_specific4",18,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.78052173851857,0.610358326134389,97083.4017663667,96716.4131046953,TRUE,35,22,25,1,0.0384615384615385,0.88,0.936170212765957,NA,NA,NA,NA,0.000279107359434751,19.1501733276177,0.459150840992851,58.1729109524506,178,-192937.223093075,-192117.502799969,1,1,0.0384615384615385,"specific_effect_common6_specific4",18,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.78052173851857,0.68674744910275,97155.9323916557,NA,TRUE,20,22,25,1,0.0384615384615385,0.88,0.936170212765957,NA,NA,NA,NA,0.000121642142622627,2.57040059725252,0.220511565336655,57.84433626444,103,-193600.365989576,-193126.033460419,1,1,0.0384615384615385,"specific_effect_common6_specific4",18,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC",4,33.0124859389016,NA,NA,NA,0.699502001881371,97502.0843095235,97032.6240199057,TRUE,2,22,97,1,0.961538461538462,0.22680412371134,0.369747899159664,1,0.613888888888889,0.153256704980843,0.26578073089701,0.000151970503751214,1.12285555033016,0.268515830748995,57.950776515402,264,-193180.521225396,-191964.756296295,1,1,0.961538461538462,"specific_effect_common6_specific4",19,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC + refit",4,33.0124859389016,NA,NA,NA,0.68917546590222,97540.5143613662,NA,TRUE,9,22,97,1,0.961538461538462,0.22680412371134,0.369747899159664,NA,NA,NA,NA,0.000348630838354585,1.08570844293825,0.554705287426893,57.9332805500287,391,-192380.09640865,-190579.474865929,1,1,0.961538461538462,"specific_effect_common6_specific4",19,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC",4,NA,68.7157582643716,0,NA,0.708852531423652,97434.8569999213,96553.4543290201,TRUE,2,22,80,1,0.743589743589744,0.275,0.431372549019608,1,0.311111111111111,0.263157894736842,0.416666666666667,7.67759752603259e-05,0.984966783191401,0.143614158864074,57.6819042862517,155,-193799.0119316,-193085.210552772,1,1,0.743589743589744,"specific_effect_common6_specific4",19,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,68.7157582643716,0,NA,0.697274595671434,97525.3016598492,NA,TRUE,10,22,80,1,0.743589743589744,0.275,0.431372549019608,NA,NA,NA,NA,0.000315857688334662,0.818500640897479,0.506175395920368,57.7778312824286,323,-192819.398364587,-191331.928394513,1,1,0.743589743589744,"specific_effect_common6_specific4",19,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.95127436439906,0.681580854132899,97319.2876953737,96919.6399811933,TRUE,14,22,22,1,0,1,1,NA,NA,NA,NA,0.000263717346859719,10.2954520142652,0.389443584789566,56.9571838735658,169,-193471.164748599,-192692.890987168,1,1,0,"specific_effect_common6_specific4",19,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.95127436439906,0.721041744490669,97382.446884164,NA,TRUE,17,22,22,1,0,1,1,NA,NA,NA,NA,9.01841342539354e-05,0.736186786154309,0.127376548888898,57.3100584474395,91,-194136.288037941,-193717.217551016,1,1,0,"specific_effect_common6_specific4",19,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC",4,21.1414363439088,NA,NA,NA,0.646693862572758,97514.7016134569,97203.7908987329,TRUE,2,22,100,1,1,0.22,0.360655737704918,1,0.683333333333333,0.13986013986014,0.245398773006135,0.000162857750730141,1.34493497067435,0.359297164154919,58.4854517516413,289,-193033.061951288,-191702.167767537,1,1,1,"specific_effect_common6_specific4",20,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC + refit",4,21.1414363439088,NA,NA,NA,0.616810087302892,97531.6198046253,NA,TRUE,15,22,100,1,1,0.22,0.360655737704918,NA,NA,NA,NA,0.000301857861495331,1.69410506449923,0.598969808473395,58.5574474302776,403,-192279.414231821,-190423.530646867,1,1,1,"specific_effect_common6_specific4",20,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC",4,NA,51.8290850162364,3.23947590460522,NA,0.604236841973809,97427.6431126882,96055.5000406939,TRUE,2,22,93,1,0.91025641025641,0.236559139784946,0.382608695652174,1,0.397222222222222,0.218579234972678,0.358744394618834,9.69427801488462e-05,15.101375492931,0.219438969632594,53.6318035277911,186,-193570.443743486,-192713.882088892,1,1,0.91025641025641,"specific_effect_common6_specific4",20,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,51.8290850162364,3.23947590460522,NA,0.626391124691405,97527.7839090591,NA,TRUE,32,22,93,1,0.91025641025641,0.236559139784946,0.382608695652174,NA,NA,NA,NA,0.000294291071275298,1.47343388543577,0.585764368133618,58.5087492921357,375,-192465.1595885,-190738.220768754,1,1,0.91025641025641,"specific_effect_common6_specific4",20,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.70910982697946,0.551045070096939,97300.993669068,96961.7813048649,TRUE,9,22,24,1,0.0256410256410256,0.916666666666667,0.956521739130435,NA,NA,NA,NA,0.000417959984782139,33.5059187018046,0.670996248880325,60.1984379223429,175,-193393.130164314,-192587.225381766,1,1,0.0256410256410256,"specific_effect_common6_specific4",20,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.70910982697946,0.649343956274514,97394.5051071606,NA,TRUE,34,22,24,1,0.0256410256410256,0.916666666666667,0.956521739130435,NA,NA,NA,NA,9.44950917888148e-05,0.937264584413321,0.173860535590156,58.1688839330321,99,-194105.142441702,-193649.230593289,1,1,0.0256410256410256,"specific_effect_common6_specific4",20,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
