"method","K_fit","beta","lambda_mu","lambda_kappa","lambda_eta","ARI","loglik","pen_loglik","converged","iter","true_union_q","selected_q","TPR","FPR","Precision","F1","entry_TPR","entry_FPR","entry_Precision","entry_F1","MSE_mu","MSE_kappa","MSE_centered_eta","kappa_hat_mean","df","BIC","EBIC","scenario","rep","n","d","K_true"
"Separate 2D path/grid BIC",4,NA,51.7381093911546,0,NA,0.439863616706315,96496.7662052908,95750.8887055333,TRUE,2,10,94,1,0.933333333333333,0.106382978723404,0.192307692307692,1,0.447222222222222,0.199004975124378,0.33195020746888,0.000390795967455214,2526.26838154348,24.9467849929803,62.9299220437202,204,-191584.350333669,-190644.895615728,"same_mu_kappa_stress",17,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,51.7381093911546,0,NA,0.416486986919609,96587.1830456908,NA,TRUE,25,10,94,1,0.933333333333333,0.106382978723404,0.192307692307692,NA,NA,NA,NA,0.000773131662194397,2490.61594512546,25.2479744026467,62.5513917855821,379,-190556.326840647,-188810.967340158,"same_mu_kappa_stress",17,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,1.65607563724948,0.384050984776974,96315.8408622888,96055.7761539797,TRUE,3,10,12,1,0.0222222222222222,0.833333333333333,0.909090909090909,NA,NA,NA,NA,0.000139778749946529,2701.31365172989,25.9390456906599,65.003396787435,139,-191671.503740799,-191031.385084947,"same_mu_kappa_stress",17,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,1.65607563724948,0.433858299031514,96360.9887236748,NA,TRUE,25,10,12,1,0.0222222222222222,0.833333333333333,0.909090909090909,NA,NA,NA,NA,0.000133006126380086,3025.11169169218,29.8055340028095,62.0483639139263,51,-192369.681928121,-192134.818248636,"same_mu_kappa_stress",17,1000,100,4
"Rossi path BIC",4,123.205686498346,NA,NA,NA,0.426130919513431,96430.6056699389,94857.2742914786,TRUE,3,10,30,1,0.222222222222222,0.333333333333333,0.5,1,0.0555555555555556,0.666666666666667,0.8,6.97033339829008e-05,601.404465806595,3.94802095248328,69.3647415770639,63,-192426.022757302,-192135.897035585,"same_mu_kappa_stress",18,1000,100,4
"Rossi path BIC + refit",4,123.205686498346,NA,NA,NA,0.464296547185401,96487.9843282945,NA,FALSE,100,10,30,1,0.222222222222222,0.333333333333333,0.5,NA,NA,NA,NA,0.00026831726352036,767.588601792851,5.98602449616078,73.4215951792726,123,-192126.314757274,-191559.878824398,"same_mu_kappa_stress",18,1000,100,4
"Separate 2D path/grid BIC",4,NA,41.5245182742784,0,NA,0.429798114048936,96573.8090521014,95956.6521269079,TRUE,2,10,98,1,0.977777777777778,0.102040816326531,0.185185185185185,1,0.522222222222222,0.175438596491228,0.298507462686567,0.000163328270007905,1437.76078463116,12.6579992228183,69.8765826890397,231,-191551.926634758,-190488.132321795,"same_mu_kappa_stress",18,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,41.5245182742784,0,NA,0.392615237930883,96627.8800260344,NA,TRUE,32,10,98,1,0.977777777777778,0.102040816326531,0.185185185185185,NA,NA,NA,NA,0.000376384554999662,1371.19668121605,12.9231045012712,68.9294034005094,395,-190527.196716871,-188708.154493406,"same_mu_kappa_stress",18,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,1.43627461307182,0.438949098529903,96495.2449865223,95987.6720279851,TRUE,2,10,70,1,0.666666666666667,0.142857142857143,0.25,NA,NA,NA,NA,0.000911861348221987,2333.08087608043,23.7184424688316,65.2407298452168,313,-190828.362570723,-189386.944302509,"same_mu_kappa_stress",18,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,1.43627461307182,0.481292029765871,96594.6774082668,NA,TRUE,33,10,70,1,0.666666666666667,0.142857142857143,0.25,NA,NA,NA,NA,0.00124125164081045,2642.96576390701,28.0525088652481,64.44710786743,283,-191234.460072582,-189931.196909947,"same_mu_kappa_stress",18,1000,100,4
"Rossi path BIC",4,49.563552778754,NA,NA,NA,0.441679189910609,97185.1877715585,96486.9901906999,TRUE,2,10,92,1,0.911111111111111,0.108695652173913,0.196078431372549,1,0.388888888888889,0.222222222222222,0.363636363636364,0.000204265907478855,2070.94131396721,20.9248303530396,60.8858313885237,183,-193106.256327063,-192263.510183027,"same_mu_kappa_stress",19,1000,100,4
"Rossi path BIC + refit",4,49.563552778754,NA,NA,NA,0.445577838816624,97285.4194326253,NA,TRUE,62,10,92,1,0.911111111111111,0.108695652173913,0.196078431372549,NA,NA,NA,NA,0.000663789234643086,2094.26954480885,22.5609031654261,60.7430062359677,371,-192008.061656748,-190299.543517747,"same_mu_kappa_stress",19,1000,100,4
"Separate 2D path/grid BIC",4,NA,49.5635524163656,0,NA,0.441679189910609,97185.1877727032,96486.9901957326,TRUE,2,10,92,1,0.911111111111111,0.108695652173913,0.196078431372549,1,0.388888888888889,0.222222222222222,0.363636363636364,0.000204265906743389,3188.9011941235,31.9026546822319,60.8858314634869,183,-193106.256329353,-192263.510185317,"same_mu_kappa_stress",19,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,49.5635524163656,0,NA,0.445577838816624,97285.4194326184,NA,TRUE,62,10,92,1,0.911111111111111,0.108695652173913,0.196078431372549,NA,NA,NA,NA,0.000663789234163994,3189.69539032046,32.9115256025316,60.7430062416369,371,-192008.061656734,-190299.543517733,"same_mu_kappa_stress",19,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,1.51263019041267,0.379166995715354,97041.416851917,96822.8878199212,TRUE,23,10,10,1,0,1,1,NA,NA,NA,NA,0.000127798406709252,2492.32467797563,24.3408893853867,63.0182352038577,133,-193164.102251729,-192551.614616993,"same_mu_kappa_stress",19,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,1.51263019041267,0.446419417047817,97070.9199267161,NA,TRUE,67,10,10,1,0,1,1,NA,NA,NA,NA,9.45505946352629e-05,2852.96817063164,28.156950316567,62.1858902054313,43,-193844.806376436,-193646.784058438,"same_mu_kappa_stress",19,1000,100,4
"Rossi path BIC",4,31.7467345374032,NA,NA,NA,0.414746556075895,97071.6208917933,96613.1921469129,TRUE,2,10,96,1,0.955555555555556,0.104166666666667,0.188679245283019,0.95,0.516666666666667,0.169642857142857,0.287878787878788,0.0013653970892451,1831.14198901065,20.764626093215,54.5995115828094,227,-192575.181335258,-191529.807703038,"same_mu_kappa_stress",20,1000,100,4
"Rossi path BIC + refit",4,31.7467345374032,NA,NA,NA,0.399072773541569,97157.808633706,NA,TRUE,34,10,96,1,0.955555555555556,0.104166666666667,0.188679245283019,NA,NA,NA,NA,0.00210792620877154,1783.42288617251,21.8444883045673,55.0409324280232,387,-191642.315974446,-189860.115112469,"same_mu_kappa_stress",20,1000,100,4
"Separate 2D path/grid BIC",4,NA,31.7467368402972,0,NA,0.414746556075895,97071.6208641929,96613.1921143856,TRUE,2,10,96,1,0.955555555555556,0.104166666666667,0.188679245283019,0.95,0.516666666666667,0.169642857142857,0.287878787878788,0.00136539734544583,2418.7956851408,26.6487138078316,54.5995117054299,227,-192575.181280057,-191529.807647838,"same_mu_kappa_stress",20,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,31.7467368402972,0,NA,0.399072773541569,97157.8086336413,NA,TRUE,34,10,96,1,0.955555555555556,0.104166666666667,0.188679245283019,NA,NA,NA,NA,0.00210792620442664,2359.14833995451,27.6560109396577,55.0409324870071,387,-191642.315974317,-189860.115112339,"same_mu_kappa_stress",20,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,1.95008389166946,0.328696116576462,96853.5129203347,96561.3905724864,TRUE,59,10,16,1,0.0666666666666667,0.625,0.769230769230769,NA,NA,NA,NA,0.000201975314758349,2170.38342848688,20.7603737018149,65.9433240255625,151,-192663.954793543,-191968.574095459,"same_mu_kappa_stress",20,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,1.95008389166946,0.436885092311112,96964.7565760146,NA,TRUE,66,10,16,1,0.0666666666666667,0.625,0.769230769230769,NA,NA,NA,NA,0.000324965813176925,2933.03595130665,29.2111288869806,63.0166371017194,67,-193466.693548337,-193158.147145876,"same_mu_kappa_stress",20,1000,100,4
"Rossi path BIC",4,142.84674193505,NA,NA,NA,0.642813418379217,97153.8537620411,95425.270141804,TRUE,2,19,43,1,0.296296296296296,0.441860465116279,0.612903225806452,1,0.0805555555555556,0.579710144927536,0.73394495412844,0.000174971299664939,0.264514565855115,0.18271905812431,57.5139416251542,72,-193810.349143995,-193478.776890604,"realistic_concdom",1,1000,100,4
"Rossi path BIC + refit",4,142.84674193505,NA,NA,NA,0.642788324716613,97255.7629629756,NA,TRUE,13,19,43,1,0.296296296296296,0.441860465116279,0.612903225806452,NA,NA,NA,NA,0.00020180312462183,0.596182485428354,0.372850607799016,57.4397860446205,175,-193302.668752129,-192496.763969581,"realistic_concdom",1,1000,100,4
"Separate 2D path/grid BIC",4,NA,142.846741935049,0,NA,0.642813418379217,97153.8537620411,95425.270141804,TRUE,2,19,43,1,0.296296296296296,0.441860465116279,0.612903225806452,1,0.0805555555555556,0.579710144927536,0.73394495412844,0.000174971299664935,0.26451456585516,0.182719058124308,57.5139416251543,72,-193810.349143996,-193478.776890604,"realistic_concdom",1,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,142.846741935049,0,NA,0.642788324716613,97255.7629629756,NA,TRUE,13,19,43,1,0.296296296296296,0.441860465116279,0.612903225806452,NA,NA,NA,NA,0.000201803124621829,0.596182485428488,0.372850607799017,57.4397860446205,175,-193302.668752129,-192496.763969581,"realistic_concdom",1,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,2.15509240711064,0.525508746182246,97086.7613341908,96654.0266283414,TRUE,31,19,18,0.894736842105263,0.0123456790123457,0.944444444444444,0.918918918918919,NA,NA,NA,NA,0.0003650436256276,51.3666063476937,0.706280133843003,60.3383589931298,157,-193089.005089581,-192365.993370381,"realistic_concdom",1,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,2.15509240711064,0.63178336910442,97135.1233242415,NA,TRUE,53,19,18,0.894736842105263,0.0123456790123457,0.944444444444444,0.918918918918919,NA,NA,NA,NA,0.000228510646237388,0.420681958456388,0.20556890361178,57.1267081198713,75,-193752.165002559,-193406.77723861,"realistic_concdom",1,1000,100,4
"Rossi path BIC",4,108.183916657518,NA,NA,NA,0.642769045743379,97427.8255528587,96116.6285966327,TRUE,2,19,58,1,0.481481481481481,0.327586206896552,0.493506493506494,1,0.130555555555556,0.459770114942529,0.62992125984252,0.000186433593328292,0.940056654803021,0.170779540219209,56.7737534371272,90,-194233.953130609,-193819.48781387,"realistic_concdom",2,1000,100,4
"Rossi path BIC + refit",4,108.183916657518,NA,NA,NA,0.6281268745878,97539.366319042,NA,TRUE,41,19,58,1,0.481481481481481,0.327586206896552,0.493506493506494,NA,NA,NA,NA,0.000288274991249988,1.46741007411057,0.500090261031499,57.81492587302,235,-193455.410147523,-192373.195153816,"realistic_concdom",2,1000,100,4
"Separate 2D path/grid BIC",4,NA,52.1543284807228,0,NA,0.647133150795623,97505.3416499895,96818.8080560052,TRUE,2,19,91,1,0.888888888888889,0.208791208791209,0.345454545454546,1,0.380555555555556,0.225988700564972,0.368663594470046,0.0001039611123585,0.412646377552133,0.195542784460183,57.3433450801881,180,-193767.287349762,-192938.356716284,"realistic_concdom",2,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,52.1543284807228,0,NA,0.626219741848342,97586.6173381732,NA,TRUE,29,19,91,1,0.888888888888889,0.208791208791209,0.345454545454546,NA,NA,NA,NA,0.00041911040701197,1.13702230445147,0.644166428221061,57.4852770456967,367,-192638.08848896,-190947.991030702,"realistic_concdom",2,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,0.8850090940023,0.560653457386708,97486.6636296837,97265.6139951671,FALSE,100,19,63,1,0.54320987654321,0.301587301587302,0.463414634146341,NA,NA,NA,NA,0.000380479882979437,35.1625733576715,0.699471710163546,60.5799985584707,292,-192956.262717905,-191611.553023596,"realistic_concdom",2,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,0.8850090940023,0.575790079995375,97548.7091159072,NA,TRUE,77,19,63,1,0.54320987654321,0.301587301587302,0.463414634146341,NA,NA,NA,NA,0.000390672766753611,6.62337126069011,0.702710461052833,58.8435270411935,255,-193335.940635674,-192161.622238247,"realistic_concdom",2,1000,100,4
"Rossi path BIC",4,148.129994622625,NA,NA,NA,0.626511479406573,97648.0377920686,95863.6602999831,TRUE,2,19,41,1,0.271604938271605,0.463414634146341,0.633333333333333,1,0.0638888888888889,0.634920634920635,0.776699029126214,0.000192097250648641,3.00765662696357,0.196017659755125,59.1808433156488,66,-194840.163735724,-194536.222503449,"realistic_concdom",3,1000,100,4
"Rossi path BIC + refit",4,148.129994622625,NA,NA,NA,0.637265338540145,97727.9635649733,NA,TRUE,12,19,41,1,0.271604938271605,0.463414634146341,0.633333333333333,NA,NA,NA,NA,0.000154036578511721,3.6888959104304,0.298706603459453,59.3940931982514,167,-194302.331998357,-193533.268577297,"realistic_concdom",3,1000,100,4
"Separate 2D path/grid BIC",4,NA,56.3795497177228,0,NA,0.646756176496543,97737.1296359164,97003.0393361378,TRUE,2,19,86,1,0.827160493827161,0.22093023255814,0.361904761904762,1,0.344444444444444,0.24390243902439,0.392156862745098,0.000103452703064605,3.89069346166831,0.201621665634381,59.4346433573209,167,-194320.664140243,-193551.600719183,"realistic_concdom",3,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,56.3795497177228,0,NA,0.578453022105685,97811.1156815682,NA,TRUE,29,19,86,1,0.827160493827161,0.22093023255814,0.361904761904762,NA,NA,NA,NA,0.000401051961564553,4.99293582867496,0.665025105886807,59.418956672919,347,-193225.24028133,-191627.246226792,"realistic_concdom",3,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,1.98361194595088,0.537869661355526,97600.7139716828,97101.3772425697,TRUE,12,19,38,1,0.234567901234568,0.5,0.666666666666667,NA,NA,NA,NA,0.000683724422849493,163.809502598054,1.84877797060221,65.5398531397081,217,-193702.445047827,-192703.123117467,"realistic_concdom",3,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,1.98361194595088,0.560474195168924,97721.8180962833,NA,TRUE,14,19,38,1,0.234567901234568,0.5,0.666666666666667,NA,NA,NA,NA,0.000768722083274494,139.361887000722,2.30817579407469,65.3531835536088,155,-194372.934124324,-193659.132745496,"realistic_concdom",3,1000,100,4
"Rossi path BIC",4,141.666171249315,NA,NA,NA,0.647400163590452,97743.5204493703,96039.3674707599,TRUE,2,19,35,1,0.197530864197531,0.542857142857143,0.703703703703704,1,0.0527777777777778,0.677966101694915,0.808080808080808,0.000143874820965461,2.73940587493288,0.146185593551584,59.0019131725917,62,-195058.760071444,-194773.239519913,"realistic_concdom",4,1000,100,4
"Rossi path BIC + refit",4,141.666171249315,NA,NA,NA,0.668563071092323,97813.417898259,NA,TRUE,18,19,35,1,0.197530864197531,0.542857142857143,0.703703703703704,NA,NA,NA,NA,0.000129942375722361,3.37582599844122,0.261831409441406,59.1640261836926,143,-194639.026791623,-193980.487455027,"realistic_concdom",4,1000,100,4
"Separate 2D path/grid BIC",4,NA,95.7044047759325,2.25111882950028,NA,0.639058485941119,97754.1256772036,96085.9535296878,TRUE,2,19,57,1,0.469135802469136,0.333333333333333,0.5,1,0.15,0.425531914893617,0.597014925373134,0.000139405327677596,7.89355361826312,0.163124784671216,54.7877902497109,97,-194838.199092346,-194391.497584305,"realistic_concdom",4,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,95.7044047759325,2.25111882950028,NA,0.63174424131616,97850.7133106657,NA,TRUE,38,19,57,1,0.469135802469136,0.333333333333333,0.5,NA,NA,NA,NA,0.000202935916185219,5.433146944927,0.399156646413042,59.5012464850405,231,-194105.735151887,-193041.940838923,"realistic_concdom",4,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,1.62520091645549,0.571119814789489,97751.5325063608,97279.2281793151,TRUE,3,19,62,0.947368421052632,0.54320987654321,0.290322580645161,0.444444444444444,NA,NA,NA,NA,0.0007750094917729,214.3444197279,2.59877418826798,66.443860184383,289,-193506.723737096,-192175.829553345,"realistic_concdom",4,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,1.62520091645549,0.597278864119031,97858.2960272327,NA,TRUE,10,19,62,0.947368421052632,0.54320987654321,0.290322580645161,0.444444444444444,NA,NA,NA,NA,0.000991611828954924,224.860343423214,3.50665937820246,66.7680558318626,251,-193982.745479441,-192826.847762758,"realistic_concdom",4,1000,100,4
"Rossi path BIC",4,146.413490103505,NA,NA,NA,0.651066874147163,97412.7094147401,95651.7004943183,TRUE,2,19,42,1,0.283950617283951,0.452380952380952,0.622950819672131,0.975,0.0777777777777778,0.582089552238806,0.728971962616823,0.000177599334622551,3.36743526261852,0.155952713567189,56.8116377331763,70,-194341.875959951,-194019.514046932,"realistic_concdom",5,1000,100,4
"Rossi path BIC + refit",4,146.413490103505,NA,NA,NA,0.623034166862077,97521.4279445192,NA,TRUE,13,19,42,1,0.283950617283951,0.452380952380952,0.622950819672131,NA,NA,NA,NA,0.000231499232412925,1.20692227763758,0.348189989703535,56.9135423332952,171,-193861.629736332,-193074.145634528,"realistic_concdom",5,1000,100,4
"Separate 2D path/grid BIC",4,NA,96.6293903524466,0,NA,0.647177905732879,97463.6603999723,96260.0777053711,TRUE,2,19,63,1,0.54320987654321,0.301587301587302,0.463414634146341,1,0.161111111111111,0.408163265306122,0.579710144927536,9.83656804202244e-05,2.39229967786553,0.138414373843608,57.1281103345406,101,-194229.637516767,-193764.515327983,"realistic_concdom",5,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,96.6293903524466,0,NA,0.619875116007533,97569.9477428837,NA,TRUE,15,19,63,1,0.54320987654321,0.301587301587302,0.463414634146341,NA,NA,NA,NA,0.000343718777107642,0.847408358068895,0.49400919724076,57.4868908196728,255,-193378.417889627,-192204.0994922,"realistic_concdom",5,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,1.81618364245376,0.58080912511308,97386.9972271821,96980.2373265272,TRUE,2,19,27,1,0.0987654320987654,0.703703703703704,0.826086956521739,NA,NA,NA,NA,0.000530997397592254,56.4706968907346,0.91894843477204,61.0407010418462,184,-193502.967483032,-192655.61616881,"realistic_concdom",5,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,1.81618364245376,0.646882672904926,97467.2535658497,NA,TRUE,80,19,27,1,0.0987654320987654,0.703703703703704,0.826086956521739,NA,NA,NA,NA,0.000144811610853611,0.704041329148787,0.194939958009555,57.1751046368007,111,-194167.746295732,-193656.572405088,"realistic_concdom",5,1000,100,4
"Rossi path BIC",4,145.622823594323,NA,NA,NA,0.614013361994842,97613.6280109458,95859.3804712145,TRUE,2,19,39,1,0.246913580246914,0.487179487179487,0.655172413793103,1,0.0611111111111111,0.645161290322581,0.784313725490196,0.000189222398902137,4.2768015360651,0.200618698474665,59.4584535619205,65,-194778.251928758,-194478.915866669,"realistic_concdom",6,1000,100,4
"Rossi path BIC + refit",4,145.622823594323,NA,NA,NA,0.640720168057579,97695.2476390122,NA,TRUE,17,19,39,1,0.246913580246914,0.487179487179487,0.655172413793103,NA,NA,NA,NA,0.000172584693336951,3.97807690507887,0.320653730379041,59.2942038591706,159,-194292.162188666,-193559.940129094,"realistic_concdom",6,1000,100,4
"Separate 2D path/grid BIC",4,NA,145.622823594322,0,NA,0.614013361994842,97613.6280109458,95859.3804712145,TRUE,2,19,39,1,0.246913580246914,0.487179487179487,0.655172413793103,1,0.0611111111111111,0.645161290322581,0.784313725490196,0.000189222398902136,4.27680153606518,0.200618698474665,59.4584535619206,65,-194778.251928758,-194478.915866669,"realistic_concdom",6,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,145.622823594322,0,NA,0.640720168057579,97695.2476390122,NA,TRUE,17,19,39,1,0.246913580246914,0.487179487179487,0.655172413793103,NA,NA,NA,NA,0.000172584693336953,3.97807690507901,0.320653730379044,59.2942038591707,159,-194292.162188666,-193559.940129094,"realistic_concdom",6,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,2.03564534501353,0.557903202630768,97579.4553272574,97136.122369703,TRUE,46,19,22,0.947368421052632,0.0493827160493827,0.818181818181818,0.878048780487805,NA,NA,NA,NA,0.000363494835199776,41.1614922271673,0.526463202828297,61.3268484852982,169,-193991.500012367,-193213.226250935,"realistic_concdom",6,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,2.03564534501353,0.634098506450159,97631.5202841005,NA,TRUE,51,19,22,0.947368421052632,0.0493827160493827,0.818181818181818,0.878048780487805,NA,NA,NA,NA,0.000189891749227603,3.7663614551486,0.225276522231121,59.3861494254346,91,-194634.434837814,-194215.364350889,"realistic_concdom",6,1000,100,4
"Rossi path BIC",4,89.7445654555529,NA,NA,NA,0.599231082026201,97417.3997786147,96303.9693748565,TRUE,3,19,70,1,0.62962962962963,0.271428571428571,0.426966292134831,1,0.188888888888889,0.37037037037037,0.540540540540541,0.0002724422634429,2.49560667971781,0.227977120066813,56.307785503655,111,-194068.038721262,-193556.864830618,"realistic_concdom",7,1000,100,4
"Rossi path BIC + refit",4,89.7445654555529,NA,NA,NA,0.584655393743849,97525.0329452185,NA,TRUE,24,19,70,1,0.62962962962963,0.271428571428571,0.426966292134831,NA,NA,NA,NA,0.000437289421234929,0.631791725314393,0.553070327992874,57.0561892719691,283,-193095.171146485,-191791.90798385,"realistic_concdom",7,1000,100,4
"Separate 2D path/grid BIC",4,NA,44.0370142168349,0,NA,0.608650964877968,97481.9737129131,96889.5914954511,TRUE,2,19,93,1,0.91358024691358,0.204301075268817,0.339285714285714,1,0.430555555555556,0.205128205128205,0.340425531914894,0.000146374304410101,0.351327970544383,0.230673357346154,57.1324669137519,198,-193596.211880588,-192684.388183762,"realistic_concdom",7,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,44.0370142168349,0,NA,0.572631566149288,97557.97868843,NA,TRUE,44,19,93,1,0.91358024691358,0.204301075268817,0.339285714285714,NA,NA,NA,NA,0.000615580083598431,1.2008236463336,0.709960375825754,57.0906732448853,375,-192525.549147242,-190798.610327496,"realistic_concdom",7,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,1.79451167204792,0.555136877790788,97341.2992985794,96953.3002968118,TRUE,4,19,29,0.947368421052632,0.135802469135802,0.620689655172414,0.75,NA,NA,NA,NA,0.000572298009482715,79.3384915084024,1.21850970182558,61.7469211700465,190,-193370.125094152,-192495.142758814,"realistic_concdom",7,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,1.79451167204792,0.618151924906839,97410.3930383071,NA,FALSE,100,19,29,0.947368421052632,0.135802469135802,0.620689655172414,0.75,NA,NA,NA,NA,0.000321290124106883,7.68391068450714,0.442696859506926,58.7456251156289,119,-193998.763198415,-193450.747946283,"realistic_concdom",7,1000,100,4
"Rossi path BIC",4,107.822000996461,NA,NA,NA,0.597295182804782,97633.8428330267,96319.3202374025,TRUE,2,19,63,1,0.54320987654321,0.301587301587302,0.463414634146341,1,0.158333333333333,0.412371134020619,0.583941605839416,0.000180533535562814,1.73013223595761,0.179518320563407,57.4515851119168,100,-194576.910138155,-194116.393119556,"realistic_concdom",8,1000,100,4
"Rossi path BIC + refit",4,107.822000996461,NA,NA,NA,0.558966738800416,97751.5519688028,NA,TRUE,19,19,63,1,0.54320987654321,0.301587301587302,0.463414634146341,NA,NA,NA,NA,0.000354823604089117,1.81736685425435,0.532705615624201,58.5936236063583,255,-193741.626341465,-192567.307944038,"realistic_concdom",8,1000,100,4
"Separate 2D path/grid BIC",4,NA,81.457338535352,0,NA,0.611236925614387,97670.7776710792,96645.6302998025,TRUE,2,19,79,1,0.740740740740741,0.240506329113924,0.387755102040816,1,0.255555555555556,0.303030303030303,0.465116279069767,0.000102998816994392,1.49073303580624,0.153717758954443,57.8394601663707,135,-194409.008379496,-193787.310404388,"realistic_concdom",8,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,81.457338535352,0,NA,0.54039744332158,97784.9758895149,NA,TRUE,16,19,79,1,0.740740740740741,0.240506329113924,0.387755102040816,NA,NA,NA,NA,0.000461801731553174,2.52276196647089,0.633204649641211,58.8489210900897,319,-193366.377845034,-191897.328555704,"realistic_concdom",8,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,1.65170185224657,0.538641556306736,97586.0154479284,97236.3161418084,TRUE,44,19,27,1,0.0987654320987654,0.703703703703704,0.826086956521739,NA,NA,NA,NA,0.000443096394717078,53.5669608131364,0.767030762376441,61.8563293288719,184,-193901.003924524,-193053.652610302,"realistic_concdom",8,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,1.65170185224657,0.600473624830642,97669.6212810999,NA,TRUE,72,19,27,1,0.0987654320987654,0.703703703703704,0.826086956521739,NA,NA,NA,NA,0.00014675939583478,1.1112079588636,0.243720986754166,58.3426939438375,111,-194572.481726233,-194061.307835588,"realistic_concdom",8,1000,100,4
"Rossi path BIC",4,133.141181090986,NA,NA,NA,0.639235466678203,97617.8798775312,96007.5386715005,TRUE,4,19,51,1,0.395061728395062,0.372549019607843,0.542857142857143,1,0.1,0.526315789473684,0.689655172413793,0.00026776600060456,1.22154012115568,0.224851354252921,57.6688898562494,79,-194690.047088023,-194326.23864333,"realistic_concdom",9,1000,100,4
"Rossi path BIC + refit",4,133.141181090986,NA,NA,NA,0.632378369895488,97742.1768739863,NA,TRUE,16,19,51,1,0.395061728395062,0.372549019607843,0.542857142857143,NA,NA,NA,NA,0.000344151010028312,2.93618249939632,0.478807180405403,58.4502956854342,207,-194054.448405223,-193101.178176724,"realistic_concdom",9,1000,100,4
"Separate 2D path/grid BIC",4,NA,133.141181090987,0,NA,0.639235466678203,97617.8798775312,96007.5386715005,TRUE,4,19,51,1,0.395061728395062,0.372549019607843,0.542857142857143,1,0.1,0.526315789473684,0.689655172413793,0.000267766000604567,1.22154012115559,0.224851354252923,57.6688898562493,79,-194690.047088023,-194326.23864333,"realistic_concdom",9,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,133.141181090987,0,NA,0.632378369895488,97742.1768739863,NA,TRUE,16,19,51,1,0.395061728395062,0.372549019607843,0.542857142857143,NA,NA,NA,NA,0.00034415101002831,2.93618249939651,0.478807180405405,58.4502956854343,207,-194054.448405223,-193101.178176724,"realistic_concdom",9,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,1.92864431191305,0.583376933578394,97599.8799428124,97197.052289555,TRUE,23,19,21,0.947368421052632,0.037037037037037,0.857142857142857,0.9,NA,NA,NA,NA,0.00042179957103206,47.7002779279396,0.673306605176372,60.3204835842904,166,-194053.072509314,-193288.61425844,"realistic_concdom",9,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,1.92864431191305,0.6324674570949,97644.5210357307,NA,TRUE,30,19,21,0.947368421052632,0.037037037037037,0.857142857142857,0.9,NA,NA,NA,NA,0.000294360104253763,9.11272116508294,0.360033651165444,58.9601587677923,87,-194688.06736219,-194287.417556009,"realistic_concdom",9,1000,100,4
"Rossi path BIC",4,141.708134451253,NA,NA,NA,0.68323069854043,97889.52098697,96170.6815546318,TRUE,2,19,42,1,0.283950617283951,0.452380952380952,0.622950819672131,1,0.075,0.597014925373134,0.747663551401869,0.000115583843696689,3.57505951699918,0.119704421663459,59.12412076824,70,-195295.499104411,-194973.137191392,"realistic_concdom",10,1000,100,4
"Rossi path BIC + refit",4,141.708134451253,NA,NA,NA,0.668316973086446,97980.204415368,NA,TRUE,14,19,42,1,0.283950617283951,0.452380952380952,0.622950819672131,NA,NA,NA,NA,0.000183386839593941,5.16818099527873,0.3301885156059,59.6867240437924,171,-194779.18267803,-193991.698576226,"realistic_concdom",10,1000,100,4
