"method","K_fit","beta","lambda_mu","lambda_kappa","lambda_eta","ARI","loglik","pen_loglik","converged","iter","true_union_q","selected_q","TPR","FPR","Precision","F1","entry_TPR","entry_FPR","entry_Precision","entry_F1","MSE_mu","MSE_kappa","MSE_centered_eta","kappa_hat_mean","df","BIC","EBIC","scenario","rep","n","d","K_true"
"Separate 2D path/grid BIC",4,NA,93.4565213769427,0,NA,0.687263056137368,97924.983982118,96762.6910030635,TRUE,2,19,58,1,0.481481481481481,0.327586206896552,0.493506493506494,1,0.155555555555556,0.416666666666667,0.588235294117647,6.44482601692459e-05,3.87209440758291,0.116410721916938,59.1862809538237,99,-195166.100191617,-194710.188343204,"realistic_concdom",10,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,93.4565213769427,0,NA,0.657971535968494,98015.8466247731,NA,TRUE,31,19,58,1,0.481481481481481,0.327586206896552,0.493506493506494,NA,NA,NA,NA,0.000284753457390628,7.15359451374405,0.476735661659382,60.126440766672,235,-194408.370758985,-193326.155765278,"realistic_concdom",10,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,1.30823353178697,0.600327796468352,97912.9240404802,97601.231955094,TRUE,57,19,38,1,0.234567901234568,0.5,0.666666666666667,NA,NA,NA,NA,0.000312770681423227,41.1731026096337,0.466010160256874,62.0487736224152,217,-194326.865185421,-193327.543255062,"realistic_concdom",10,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,1.30823353178697,0.649005541615541,97971.240419618,NA,TRUE,32,19,38,1,0.234567901234568,0.5,0.666666666666667,NA,NA,NA,NA,0.0002383622022268,14.0611381934265,0.443442677068607,60.9087020824593,155,-194871.778770994,-194157.977392166,"realistic_concdom",10,1000,100,4
"Rossi path BIC",4,86.6735988875556,NA,NA,NA,0.607066447424275,97258.8026041757,96207.2908088844,TRUE,3,19,71,1,0.641975308641975,0.267605633802817,0.422222222222222,1,0.188888888888889,0.37037037037037,0.540540540540541,0.000259682207591462,1.8596587594409,0.250268179578164,57.5627669560302,111,-193750.844372384,-193239.67048174,"realistic_concdom",11,1000,100,4
"Rossi path BIC + refit",4,86.6735988875556,NA,NA,NA,0.595186695251461,97352.4775421432,NA,TRUE,21,19,71,1,0.641975308641975,0.267605633802817,0.422222222222222,NA,NA,NA,NA,0.000354149295394372,1.53378668265576,0.490790456715442,57.5492003279049,287,-192722.429319219,-191400.74547584,"realistic_concdom",11,1000,100,4
"Separate 2D path/grid BIC",4,NA,86.6735988875571,0,NA,0.607066447424275,97258.8026041757,96207.2908088843,TRUE,3,19,71,1,0.641975308641975,0.267605633802817,0.422222222222222,1,0.188888888888889,0.37037037037037,0.540540540540541,0.000259682207591466,1.85965875944094,0.250268179578165,57.5627669560301,111,-193750.844372384,-193239.67048174,"realistic_concdom",11,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,86.6735988875571,0,NA,0.595186695251461,97352.4775421432,NA,TRUE,21,19,71,1,0.641975308641975,0.267605633802817,0.422222222222222,NA,NA,NA,NA,0.000354149295394372,1.53378668265577,0.490790456715444,57.5492003279049,287,-192722.429319219,-191400.74547584,"realistic_concdom",11,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,1.76999158291933,0.543411199128184,97202.632437644,96783.007087663,TRUE,2,19,35,0.894736842105263,0.222222222222222,0.485714285714286,0.62962962962963,NA,NA,NA,NA,0.000667514372453631,108.813240876441,1.4656609986138,63.4668902974177,208,-192968.45177726,-192010.576378574,"realistic_concdom",11,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,1.76999158291933,0.549033487363853,97276.0588790749,NA,TRUE,20,19,35,0.894736842105263,0.222222222222222,0.485714285714286,0.62962962962963,NA,NA,NA,NA,0.000756547826052393,55.7408213632889,1.3479209993092,62.1718205167355,143,-193564.308753255,-192905.769416659,"realistic_concdom",11,1000,100,4
"Rossi path BIC",4,130.63433324614,NA,NA,NA,0.615120508107637,97643.4131070808,96054.9146629544,TRUE,2,19,45,1,0.320987654320988,0.422222222222222,0.59375,1,0.0888888888888889,0.555555555555556,0.714285714285714,0.000194201136196538,2.1826846110492,0.21534296063093,57.9168329218495,75,-194768.744568238,-194423.356804289,"realistic_concdom",12,1000,100,4
"Rossi path BIC + refit",4,130.63433324614,NA,NA,NA,0.609782243717242,97726.3182205095,NA,TRUE,20,19,45,1,0.320987654320988,0.422222222222222,0.59375,NA,NA,NA,NA,0.000205218508222923,2.97987227950635,0.360835476003888,58.0820743873275,183,-194188.517224965,-193345.771080929,"realistic_concdom",12,1000,100,4
"Separate 2D path/grid BIC",4,NA,75.1431218244079,1.37439733724763,NA,0.594343403979624,97695.2233260826,96432.464371088,TRUE,2,19,79,1,0.740740740740741,0.240506329113924,0.387755102040816,1,0.230555555555556,0.32520325203252,0.49079754601227,0.00021746093333817,5.99592955172141,0.247117158159813,55.543431109274,126,-194520.069487013,-193939.818043579,"realistic_concdom",12,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,75.1431218244079,1.37439733724763,NA,0.59748797973705,97787.282940224,NA,TRUE,15,19,79,1,0.740740740740741,0.240506329113924,0.387755102040816,NA,NA,NA,NA,0.000414035546736566,3.09797817822075,0.527327168312684,58.0322561233534,319,-193370.991946453,-191901.942657123,"realistic_concdom",12,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,1.90879549390745,0.522435419362834,97623.0786393547,97030.0071344402,TRUE,28,19,55,1,0.444444444444444,0.345454545454545,0.513513513513513,NA,NA,NA,NA,0.000867365715711371,233.871638975357,2.68689825429154,66.5573974096314,268,-193394.878863942,-192160.693254097,"realistic_concdom",12,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,1.90879549390745,0.538088735207007,97752.015904649,NA,TRUE,14,19,55,1,0.444444444444444,0.345454545454545,0.513513513513513,NA,NA,NA,NA,0.00106913868694201,312.041507550045,4.48067699158873,67.4580911841559,223,-193963.602382085,-192936.64943061,"realistic_concdom",12,1000,100,4
"Rossi path BIC",4,159.126465845272,NA,NA,NA,0.646794115049316,97462.8194012947,95553.0908673435,TRUE,3,19,38,1,0.234567901234568,0.5,0.666666666666667,1,0.0583333333333333,0.655737704918033,0.792079207920792,0.000217980024654629,1.8918388446028,0.186228258175877,58.5492609542875,64,-194483.542464735,-194188.811572831,"realistic_concdom",13,1000,100,4
"Rossi path BIC + refit",4,159.126465845272,NA,NA,NA,0.636633765502726,97558.9505479253,NA,TRUE,24,19,38,1,0.234567901234568,0.5,0.666666666666667,NA,NA,NA,NA,0.000167791825346651,2.38928486326822,0.312520556103294,58.6047015204346,155,-194047.199027608,-193333.39764878,"realistic_concdom",13,1000,100,4
"Separate 2D path/grid BIC",4,NA,159.126465845271,0,NA,0.646794115049316,97462.8194012947,95553.0908673435,TRUE,3,19,38,1,0.234567901234568,0.5,0.666666666666667,1,0.0583333333333333,0.655737704918033,0.792079207920792,0.000217980024654625,1.89183884460282,0.186228258175874,58.5492609542875,64,-194483.542464735,-194188.811572831,"realistic_concdom",13,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,159.126465845271,0,NA,0.636633765502726,97558.9505479253,NA,TRUE,24,19,38,1,0.234567901234568,0.5,0.666666666666667,NA,NA,NA,NA,0.000167791825346653,2.38928486326821,0.312520556103295,58.6047015204346,155,-194047.199027608,-193333.39764878,"realistic_concdom",13,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,1.68396985222238,0.588024828991116,97458.4997678096,97069.8463242587,TRUE,11,19,32,1,0.160493827160494,0.59375,0.745098039215686,NA,NA,NA,NA,0.000360853853881818,67.8760967160788,0.667183188977734,62.5595755656361,199,-193542.356235102,-192625.92736809,"realistic_concdom",13,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,1.68396985222238,0.626221177292303,97535.026735917,NA,TRUE,55,19,32,1,0.160493827160494,0.59375,0.745098039215686,NA,NA,NA,NA,0.000156104545173214,5.18186375346008,0.309273125757698,59.4193850674414,131,-194165.137530287,-193561.860235923,"realistic_concdom",13,1000,100,4
"Rossi path BIC",4,74.8791520434532,NA,NA,NA,0.646043985577891,97763.5503270366,96825.1658862193,TRUE,3,19,81,1,0.765432098765432,0.234567901234568,0.38,1,0.244444444444444,0.3125,0.476190476190476,0.00022380381814843,2.06309047943267,0.232413811773821,56.7557882570786,131,-194622.184712527,-194018.907418162,"realistic_concdom",14,1000,100,4
"Rossi path BIC + refit",4,74.8791520434532,NA,NA,NA,0.602092229121513,97889.0716614122,NA,TRUE,21,19,81,1,0.765432098765432,0.234567901234568,0.38,NA,NA,NA,NA,0.000596396737467596,3.96075203085033,0.763141342574851,57.7014134627991,327,-193519.307346597,-192013.416695779,"realistic_concdom",14,1000,100,4
"Separate 2D path/grid BIC",4,NA,74.8791520434521,0,NA,0.646043985577891,97763.5503270366,96825.1658862193,TRUE,3,19,81,1,0.765432098765432,0.234567901234568,0.38,1,0.244444444444444,0.3125,0.476190476190476,0.000223803818148431,2.06309047943254,0.232413811773822,56.7557882570787,131,-194622.184712527,-194018.907418162,"realistic_concdom",14,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,74.8791520434521,0,NA,0.602092229121513,97889.0716614122,NA,TRUE,21,19,81,1,0.765432098765432,0.234567901234568,0.38,NA,NA,NA,NA,0.000596396737467591,3.96075203085018,0.763141342574848,57.7014134627992,327,-193519.307346597,-192013.416695779,"realistic_concdom",14,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,1.24246967327121,0.593993832775606,97766.7977797758,97470.1547745041,TRUE,69,19,41,1,0.271604938271605,0.463414634146341,0.633333333333333,NA,NA,NA,NA,0.000457951634028652,31.1051154837086,0.727052825653787,60.4729109579604,226,-193972.442866502,-192931.674404468,"realistic_concdom",14,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,1.24246967327121,0.606003037340078,97812.1857137803,NA,TRUE,23,19,41,1,0.271604938271605,0.463414634146341,0.633333333333333,NA,NA,NA,NA,0.000490183346699503,9.42349785290166,0.767316507890305,59.5623499343567,167,-194470.776295971,-193701.712874911,"realistic_concdom",14,1000,100,4
"Rossi path BIC",4,143.575609954409,NA,NA,NA,0.687860298578462,97619.7687164606,95894.4663267589,TRUE,2,19,37,1,0.222222222222222,0.513513513513513,0.678571428571428,1,0.0583333333333333,0.655737704918033,0.792079207920792,0.00014656440569813,0.930565296654972,0.139687704689675,56.9189079076291,64,-194797.441095066,-194502.710203163,"realistic_concdom",15,1000,100,4
"Rossi path BIC + refit",4,143.575609954409,NA,NA,NA,0.641632459425746,97706.0949480958,NA,TRUE,38,19,37,1,0.222222222222222,0.513513513513513,0.678571428571428,NA,NA,NA,NA,0.000255001858292062,3.21238862848802,0.336697823039932,56.0865612819383,151,-194369.118849065,-193673.738150981,"realistic_concdom",15,1000,100,4
"Separate 2D path/grid BIC",4,NA,44.6077789122541,0,NA,0.677297376183338,97734.37227301,97133.3379336355,TRUE,2,19,95,1,0.938271604938272,0.2,0.333333333333333,1,0.419444444444444,0.209424083769634,0.346320346320346,0.000101446091674867,0.76961890485363,0.202063172767179,57.604586221542,194,-194128.640021897,-193235.237005816,"realistic_concdom",15,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,44.6077789122541,0,NA,0.632420763537674,97807.179804079,NA,TRUE,68,19,95,1,0.938271604938272,0.2,0.333333333333333,NA,NA,NA,NA,0.000529919915610898,0.807419007611862,0.755934416139967,57.9319557744968,383,-192968.689336308,-191204.909155074,"realistic_concdom",15,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,3.01003311898636,0.580426246069248,97436.0927487862,96713.7620595129,TRUE,23,19,34,0.842105263157895,0.222222222222222,0.470588235294118,0.60377358490566,NA,NA,NA,NA,0.000875035568655669,224.058451136714,2.74111143160275,64.6778189530417,205,-193456.095665381,-192512.035777254,"realistic_concdom",15,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,3.01003311898636,0.632425494636105,97641.4016460249,NA,TRUE,12,19,34,0.842105263157895,0.222222222222222,0.470588235294118,0.60377358490566,NA,NA,NA,NA,0.00116831790157454,271.062867820621,4.32064176670888,65.5676102174489,139,-194322.625308271,-193682.506652419,"realistic_concdom",15,1000,100,4
"Rossi path BIC",4,160.523835752301,NA,NA,NA,0.62981532147432,97477.2049223278,95558.2924472709,TRUE,2,19,34,1,0.185185185185185,0.558823529411765,0.716981132075472,1,0.05,0.689655172413793,0.816326530612245,0.000169255666772724,6.47922027281866,0.229691358356441,58.3824440028829,61,-194533.036772638,-194252.121391293,"realistic_concdom",16,1000,100,4
"Rossi path BIC + refit",4,160.523835752301,NA,NA,NA,0.618156687431267,97564.8155885624,NA,TRUE,10,19,34,1,0.185185185185185,0.558823529411765,0.716981132075472,NA,NA,NA,NA,0.000145563905263242,6.06486851279829,0.337190562978746,58.6821406850518,139,-194169.453193346,-193529.334537494,"realistic_concdom",16,1000,100,4
"Separate 2D path/grid BIC",4,NA,81.051339347667,0,NA,0.624392766720244,97546.3607176165,96528.3199887597,TRUE,2,19,70,1,0.62962962962963,0.271428571428571,0.426966292134831,1,0.222222222222222,0.333333333333333,0.5,7.66461088090163e-05,5.77063406427486,0.190024183835272,58.491034144751,123,-194243.067535918,-193676.631603042,"realistic_concdom",16,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,81.051339347667,0,NA,0.602172300488137,97642.6292100501,NA,TRUE,14,19,70,1,0.62962962962963,0.271428571428571,0.426966292134831,NA,NA,NA,NA,0.000306134275085278,5.64735369526897,0.553219722223147,58.852661739585,283,-193330.363676148,-192027.100513514,"realistic_concdom",16,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,1.8685331645959,0.544937326610326,97410.9174211522,97050.2692125638,TRUE,33,19,21,1,0.0246913580246914,0.904761904761905,0.95,NA,NA,NA,NA,0.000476489616789707,153.599658537188,1.67480235030662,64.1341931597863,166,-193675.147465993,-192910.689215119,"realistic_concdom",16,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,1.8685331645959,0.621654637926267,97517.9392890505,NA,TRUE,42,19,21,1,0.0246913580246914,0.904761904761905,0.95,NA,NA,NA,NA,8.27915118015678e-05,8.01641699514789,0.225824003214848,58.7903834629297,87,-194434.90386883,-194034.254062649,"realistic_concdom",16,1000,100,4
"Rossi path BIC",4,130.238050650221,NA,NA,NA,0.659378874737271,97855.5679756091,96282.1713546434,TRUE,2,19,52,1,0.407407407407407,0.365384615384615,0.535211267605634,1,0.119444444444444,0.481927710843373,0.650406504065041,0.000185014846545421,5.58451087267809,0.194509914321317,58.8506348566376,86,-195117.068997226,-194721.024361231,"realistic_concdom",17,1000,100,4
"Rossi path BIC + refit",4,130.238050650221,NA,NA,NA,0.63111853916774,97968.5535341397,NA,TRUE,32,19,52,1,0.407407407407407,0.365384615384615,0.535211267605634,NA,NA,NA,NA,0.000229448471650123,7.84337751924848,0.434222991487365,60.1092175313035,211,-194479.570704414,-193507.879795171,"realistic_concdom",17,1000,100,4
"Separate 2D path/grid BIC",4,NA,130.238050650221,0,NA,0.659378874737271,97855.5679756091,96282.1713546434,TRUE,2,19,52,1,0.407407407407407,0.365384615384615,0.535211267605634,1,0.119444444444444,0.481927710843373,0.650406504065041,0.000185014846545419,5.58451087267776,0.194509914321311,58.8506348566376,86,-195117.068997226,-194721.024361231,"realistic_concdom",17,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,130.238050650221,0,NA,0.63111853916774,97968.5535341397,NA,TRUE,32,19,52,1,0.407407407407407,0.365384615384615,0.535211267605634,NA,NA,NA,NA,0.000229448471650123,7.84337751924852,0.434222991487365,60.1092175313035,211,-194479.570704414,-193507.879795171,"realistic_concdom",17,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,1.73494270463397,0.54686538260656,97847.8685242397,97359.6999019841,TRUE,38,19,49,0.947368421052632,0.382716049382716,0.36734693877551,0.529411764705882,NA,NA,NA,NA,0.000898135694168836,243.177965735452,2.74682090034445,67.9893618942587,250,-193968.798228734,-192817.505682237,"realistic_concdom",17,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,1.73494270463397,0.564248745097901,97936.389356976,NA,TRUE,10,19,49,0.947368421052632,0.382716049382716,0.36734693877551,0.529411764705882,NA,NA,NA,NA,0.00102438909167514,268.41372054566,3.81439021093602,68.456873211244,199,-194498.135413435,-193581.706546423,"realistic_concdom",17,1000,100,4
"Rossi path BIC",4,138.975705950074,NA,NA,NA,0.673234401443394,97270.1247495102,95590.4928828311,TRUE,2,19,36,1,0.209876543209877,0.527777777777778,0.690909090909091,1,0.0555555555555556,0.666666666666667,0.8,0.000128563425305884,0.930136567782895,0.124329578645844,57.7807599733605,63,-194105.060916445,-193814.935194727,"realistic_concdom",18,1000,100,4
"Rossi path BIC + refit",4,138.975705950074,NA,NA,NA,0.648137941630165,97341.8763298477,NA,TRUE,20,19,36,1,0.209876543209877,0.527777777777778,0.690909090909091,NA,NA,NA,NA,0.000160108887598954,1.83737050504127,0.275292499837835,57.4706392921787,147,-193668.312633685,-192991.352616345,"realistic_concdom",18,1000,100,4
"Separate 2D path/grid BIC",4,NA,65.1404962362005,0,NA,0.674442088280558,97329.3086271378,96500.4951094895,TRUE,2,19,82,1,0.777777777777778,0.231707317073171,0.376237623762376,1,0.277777777777778,0.285714285714286,0.444444444444444,5.25682963333764e-05,1.02085093262176,0.120487878072437,57.7741929589748,143,-193670.808249381,-193012.268912785,"realistic_concdom",18,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,65.1404962362005,0,NA,0.619630049592812,97423.5182723033,NA,TRUE,26,19,82,1,0.777777777777778,0.231707317073171,0.376237623762376,NA,NA,NA,NA,0.000372724036123883,1.9810060563315,0.519876927385973,57.7454878197277,331,-192560.569547264,-191036.258215701,"realistic_concdom",18,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,2.26615405465493,0.576089782240465,97197.3867614459,96695.2782621067,TRUE,4,19,27,1,0.0987654320987654,0.703703703703704,0.826086956521739,NA,NA,NA,NA,0.000489815045870938,74.9173255382424,0.989909621936765,61.8011414540772,184,-193123.746551559,-192276.395237337,"realistic_concdom",18,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,2.26615405465493,0.64548837351736,97301.1148554462,NA,FALSE,100,19,27,1,0.0987654320987654,0.703703703703704,0.826086956521739,NA,NA,NA,NA,0.000124668554090088,3.72054319017612,0.214445271516105,58.578424947494,111,-193835.468874925,-193324.294984281,"realistic_concdom",18,1000,100,4
"Rossi path BIC",4,157.501115080622,NA,NA,NA,0.644939774826076,97467.1997091712,95561.2401095901,TRUE,3,19,39,1,0.246913580246914,0.487179487179487,0.655172413793103,1,0.0694444444444444,0.615384615384615,0.761904761904762,0.000190204094175877,1.51315782780539,0.176550462693312,57.562296601311,68,-194464.672059372,-194151.520486724,"realistic_concdom",19,1000,100,4
"Rossi path BIC + refit",4,157.501115080622,NA,NA,NA,0.658927733036275,97570.7455857821,NA,TRUE,14,19,39,1,0.246913580246914,0.487179487179487,0.655172413793103,NA,NA,NA,NA,0.000220710059693758,2.43806603450749,0.326082244720719,57.7370181240342,159,-194043.158082206,-193310.936022634,"realistic_concdom",19,1000,100,4
"Separate 2D path/grid BIC",4,NA,109.674434320978,0,NA,0.664196059195072,97516.025529303,96148.3346346242,TRUE,2,19,66,1,0.580246913580247,0.287878787878788,0.447058823529412,1,0.172222222222222,0.392156862745098,0.563380281690141,9.32511840644344e-05,1.58060370878411,0.12978866637979,57.8142371374903,105,-194306.736754313,-193823.193884784,"realistic_concdom",19,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,109.674434320978,0,NA,0.654596839958391,97626.0881084419,NA,TRUE,12,19,66,1,0.580246913580247,0.287878787878788,0.447058823529412,NA,NA,NA,NA,0.000306781774568284,2.10137655221055,0.443929959783125,58.1736029327813,267,-193407.805557396,-192178.225117737,"realistic_concdom",19,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,1.40556560247688,0.624319357934634,97520.5373001674,97158.3862338899,TRUE,95,19,46,1,0.333333333333333,0.41304347826087,0.584615384615385,NA,NA,NA,NA,0.000379258882977129,48.0486541668801,0.655206976671495,61.4864694019348,241,-193376.3055781,-192266.459563277,"realistic_concdom",19,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,1.40556560247688,0.636814612085422,97582.9717914349,NA,FALSE,100,19,46,1,0.333333333333333,0.41304347826087,0.584615384615385,NA,NA,NA,NA,0.000265345210633071,5.99348607288976,0.501260056951322,59.249520185092,187,-193874.1933457,-193013.02652092,"realistic_concdom",19,1000,100,4
"Rossi path BIC",4,110.663895202948,NA,NA,NA,0.644980951644274,97589.7775931327,96234.5214734281,TRUE,4,19,60,1,0.506172839506173,0.316666666666667,0.481012658227848,1,0.147222222222222,0.43010752688172,0.601503759398496,0.000169482394321302,0.547820154480213,0.167568963956971,56.8641435775296,96,-194516.410679483,-194074.314341628,"realistic_concdom",20,1000,100,4
"Rossi path BIC + refit",4,110.663895202948,NA,NA,NA,0.595456673478594,97694.4114115338,NA,TRUE,68,19,60,1,0.506172839506173,0.316666666666667,0.481012658227848,NA,NA,NA,NA,0.000370157398670671,7.8589404328665,0.633477910877446,58.951845982113,243,-193710.238290275,-192591.18193508,"realistic_concdom",20,1000,100,4
"Separate 2D path/grid BIC",4,NA,110.663895202947,0,NA,0.644980951644274,97589.7775931327,96234.5214734282,TRUE,4,19,60,1,0.506172839506173,0.316666666666667,0.481012658227848,1,0.147222222222222,0.43010752688172,0.601503759398496,0.000169482394321312,0.547820154480333,0.167568963956977,56.8641435775295,96,-194516.410679483,-194074.314341628,"realistic_concdom",20,1000,100,4
"Separate 2D path/grid BIC + refit",4,NA,110.663895202947,0,NA,0.595456673478594,97694.4114115338,NA,TRUE,68,19,60,1,0.506172839506173,0.316666666666667,0.481012658227848,NA,NA,NA,NA,0.000370157398670675,7.85894043286718,0.633477910877458,58.9518459821131,243,-193710.238290275,-192591.18193508,"realistic_concdom",20,1000,100,4
"Eta centered path BIC",4,NA,NA,NA,0.935240162582696,0.613925690508291,97649.8726136142,97422.8605313401,TRUE,5,19,59,1,0.493827160493827,0.322033898305085,0.487179487179487,NA,NA,NA,NA,0.00026253469975436,21.2755478452344,0.401777253326703,59.2332049482387,280,-193365.573749113,-192076.126097037,"realistic_concdom",20,1000,100,4
"Eta centered path BIC + refit",4,NA,NA,NA,0.935240162582696,0.603750977180853,97696.5941533639,NA,TRUE,24,19,59,1,0.493827160493827,0.322033898305085,0.487179487179487,NA,NA,NA,NA,0.000377302755427222,7.44514182690695,0.627064880109948,58.8811145124306,239,-193742.234795051,-192641.5991206,"realistic_concdom",20,1000,100,4
