"scenario","method","reps","valid_reps","zero_support_refit_reps","K_fit","beta","lambda_mu","lambda_kappa","lambda_eta","ARI","loglik","pen_loglik","iter","true_union_q","selected_q","TPR","FPR","Precision","F1","entry_TPR","entry_FPR","entry_Precision","entry_F1","MSE_mu","MSE_kappa","MSE_centered_eta","kappa_hat_mean","df","BIC","EBIC","objective","n_decrease","min_objective_diff","line_search_halving","official_baseline","rep","n","d","K_true","common_q","specific_q_per_component","specific_weight","true_entry_q","mu_pairwise_cos_mean","kappa_true_min","kappa_true_max","kappa_true_ratio"
"strong_common_specific","Rossi mu-group diagnostic BIC",20,20,0,4,NA,0.0406747383808303,NA,NA,0.674744063687017,97283.088525017,97282.7964350358,2.25,22,29.1,1,0.091025641025641,0.813328060563214,0.883273312083364,NA,NA,NA,NA,0.000125893927819644,3.88102607637397,0.228336693702702,58.9106645159324,119.4,-193741.391069723,-193191.533749517,97282.7964350358,1.1,-0.0496389691150398,24.95,0,10.5,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"strong_common_specific","Rossi mu-group diagnostic BIC + refit",20,20,0,4,NA,0.0406747383808303,NA,NA,0.684592224858112,97363.636225927,NA,13.2,22,29.1,1,0.091025641025641,0.813328060563214,0.883273312083364,NA,NA,NA,NA,0.000116463814298333,2.17146161025151,0.192243412975658,58.1535941035081,119.4,-193902.486471544,-193352.629151337,NA,NA,NA,NA,0,10.5,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
