"target_eB","n","kappa_pattern","method","reps","successful_reps","computational_failure_reps","zero_support_reps","selected_q_valid_n","selected_q_mean","selected_q_sd","selected_q_mcse","common_q_selected_valid_n","common_q_selected_mean","common_q_selected_sd","common_q_selected_mcse","decision_q_selected_valid_n","decision_q_selected_mean","decision_q_selected_sd","decision_q_selected_mcse","noise_q_selected_valid_n","noise_q_selected_mean","noise_q_selected_sd","noise_q_selected_mcse","TPR_valid_n","TPR_mean","TPR_sd","TPR_mcse","FPR_valid_n","FPR_mean","FPR_sd","FPR_mcse","Precision_valid_n","Precision_mean","Precision_sd","Precision_mcse","F1_all_valid_n","F1_all_mean","F1_all_sd","F1_all_mcse","ARI_all_valid_n","ARI_all_mean","ARI_all_sd","ARI_all_mcse","MSE_mu_valid_n","MSE_mu_mean","MSE_mu_sd","MSE_mu_mcse","MSE_kappa_valid_n","MSE_kappa_mean","MSE_kappa_sd","MSE_kappa_mcse","MSE_centered_eta_valid_n","MSE_centered_eta_mean","MSE_centered_eta_sd","MSE_centered_eta_mcse","loglik_valid_n","loglik_mean","loglik_sd","loglik_mcse","test_NLL_valid_n","test_NLL_mean","test_NLL_sd","test_NLL_mcse"
0.025,300,"heterogeneous","E-CGL",100,100,0,0,100,16.65,2.47563888295282,0.247563888295282,100,0,0,0,100,16,0,0,100,0.65,2.47563888295282,0.247563888295282,100,1,0,0,100,0.00353260869565217,0.0134545591464827,0.00134545591464827,100,0.972578816886706,0.0813044635912071,0.00813044635912071,100,0.983976441858795,0.0522789672645718,0.00522789672645718,100,0.925236568490795,0.0241994552905588,0.00241994552905588,100,0.000492252275060539,6.26202540787096e-05,6.26202540787096e-06,100,8.50493318404674,4.81787006936067,0.481787006936067,100,0.21502677165093,0.101789466278624,0.0101789466278624,100,74400.4058036475,61.7384587501379,6.17384587501379,100,-247.146042594377,0.0893072953970038,0.00893072953970038
0.025,300,"heterogeneous","E-ACGL",100,100,0,0,100,17.44,3.74791524542227,0.374791524542227,100,0.02,0.14070529413629,0.014070529413629,100,16,0,0,100,1.42,3.73944305257271,0.373944305257271,100,1,0,0,100,0.00782608695652174,0.0203691045946862,0.00203691045946862,100,0.94326072115375,0.12447760613244,0.012447760613244,100,0.965741304232945,0.0801007214405274,0.00801007214405274,100,0.924251011977284,0.0246695602007114,0.00246695602007114,100,0.000507712224421667,8.13246720064151e-05,8.13246720064151e-06,100,8.90107112686425,5.12122747625284,0.512122747625284,100,0.245293596465838,0.1354348342973,0.01354348342973,100,74404.3575429075,64.4649628012833,6.44649628012833,100,-247.132208747457,0.109366791413095,0.0109366791413095
0.025,1000,"equal","D-L",100,100,0,0,100,199.49,0.674124947205223,0.0674124947205223,100,4,0,0,100,16,0,0,100,179.49,0.674124947205223,0.0674124947205223,100,1,0,0,100,0.997228260869565,0.0036637225391589,0.00036637225391589,100,0.0802054324331497,0.00027228476833285,2.7228476833285e-05,100,0.148500215133201,0.000466541911284706,4.66541911284706e-05,100,0.923291620588358,0.0143372949363705,0.00143372949363705,100,0.000405417823994122,2.28138685051698e-05,2.28138685051698e-06,100,5.61128675782356,2.54001507844789,0.254001507844789,100,0.673364251233168,0.0450465881425845,0.00450465881425845,100,247769.172466935,105.518280629635,10.5518280629635,0,NA,NA,NA
0.025,1000,"equal","D-GL",100,99,1,0,99,20,0,0,99,4,0,0,99,16,0,0,99,0,0,0,99,1,0,0,99,0.0217391304347826,0,0,99,0.8,0,0,99,0.888888888888889,0,0,99,0.937004193376447,0.0122554764750295,0.00123172173014243,99,4.02020356769307e-05,5.7027401186672e-06,5.73146946985635e-07,99,1.13835777842043,0.901635100758215,0.0906177371827055,99,0.0652441870833368,0.0106102063913168,0.00106636586509783,99,247407.426238406,104.210790814866,10.4735785527008,0,NA,NA,NA
0.025,1000,"equal","D-AGL",100,100,0,0,100,20,0,0,100,4,0,0,100,16,0,0,100,0,0,0,100,1,0,0,100,0.0217391304347826,0,0,100,0.8,0,0,100,0.888888888888889,0,0,100,0.937266544478962,0.0124724646845988,0.00124724646845988,100,4.02327305117078e-05,5.68603375701028e-06,5.68603375701028e-07,100,1.13669927742939,0.896970940042637,0.0896970940042637,100,0.0653094247092837,0.0105838840988026,0.00105838840988026,100,247407.718546224,103.724322958241,10.3724322958241,0,NA,NA,NA
0.025,1000,"equal","E-L",100,100,0,0,100,197.41,1.59604941570546,0.159604941570546,100,3.86,0.376587548676509,0.0376587548676509,100,16,0,0,100,177.55,1.53330039490313,0.153330039490313,100,1,0,0,100,0.985923913043478,0.00867418160709487,0.000867418160709487,100,0.0810548622927251,0.000658462905803295,6.58462905803295e-05,100,0.149954452770617,0.00112643052741706,0.000112643052741706,100,0.92318335411264,0.014166830905621,0.0014166830905621,100,0.000405536963859507,2.27961107827321e-05,2.27961107827321e-06,100,5.56448985691607,2.52821103554864,0.252821103554864,100,0.673254366196251,0.0449442159181887,0.00449442159181887,100,247769.078185661,105.516623756571,10.5516623756571,0,NA,NA,NA
0.025,1000,"equal","E-CGL",100,100,0,0,100,16.05,0.21904291355759,0.021904291355759,100,0,0,0,100,16,0,0,100,0.05,0.21904291355759,0.021904291355759,100,1,0,0,100,0.000271739130434783,0.00119045061716082,0.000119045061716082,100,0.997058823529412,0.0128848772680936,0.00128848772680936,100,0.998484848484849,0.00663766404719965,0.000663766404719965,100,0.937750619843715,0.0121493685566188,0.00121493685566188,100,0.000125951365486978,9.70785595691877e-06,9.70785595691877e-07,100,1.36851128750717,1.06358027536023,0.106358027536023,100,0.0540407669834235,0.0105177360085947,0.00105177360085947,100,247492.700238437,104.012306911125,10.4012306911125,100,-247.242048916015,0.0629710184486018,0.00629710184486018
0.025,1000,"equal","E-ACGL",100,100,0,0,100,16,0,0,100,0,0,0,100,16,0,0,100,0,0,0,100,1,0,0,100,0,0,0,100,1,0,0,100,1,0,0,100,0.937725175125932,0.0121840012323091,0.00121840012323091,100,0.000125579385920526,9.73852447809641e-06,9.73852447809641e-07,100,1.36181777260666,1.05729879562815,0.105729879562815,100,0.0532182827103671,0.0101570926531965,0.00101570926531965,100,247492.313095592,103.653892349528,10.3653892349528,100,-247.242376455886,0.0632251892621995,0.00632251892621995
0.025,1000,"heterogeneous","D-L",100,100,0,0,100,199.63,0.580055727033745,0.0580055727033745,100,4,0,0,100,16,0,0,100,179.63,0.580055727033745,0.0580055727033745,100,1,0,0,100,0.997989130434783,0.00315247677735738,0.000315247677735737,100,0.0801489467539719,0.000233765521467034,2.33765521467034e-05,100,0.148403422766387,0.000400609268585292,4.00609268585292e-05,100,0.911272581940702,0.0145503907393563,0.00145503907393563,100,0.000490793544242833,2.73419306638307e-05,2.73419306638307e-06,100,6.12107024116358,2.52327098062413,0.252327098062413,100,0.682192682942177,0.0402155162814787,0.00402155162814787,100,247961.469781736,129.910083959654,12.9910083959654,0,NA,NA,NA
0.025,1000,"heterogeneous","D-GL",100,100,0,0,100,20.03,0.171446607997765,0.0171446607997765,100,4,0,0,100,16,0,0,100,0.03,0.171446607997765,0.0171446607997765,100,1,0,0,100,0.0219021739130435,0.000931775043466123,9.31775043466123e-05,100,0.798857142857143,0.00653129935229582,0.000653129935229582,100,0.888168168168168,0.00411883742937573,0.000411883742937573,100,0.929913830830024,0.0149784405102242,0.00149784405102242,100,4.9714209274274e-05,9.59676415586356e-06,9.59676415586356e-07,100,1.17377190854564,0.842328302081194,0.0842328302081194,100,0.0659159504473367,0.0122844668806807,0.00122844668806807,100,247599.28591638,127.108222265701,12.7108222265701,0,NA,NA,NA
0.025,1000,"heterogeneous","D-AGL",100,100,0,0,100,20.01,0.1,0.01,100,4,0,0,100,16,0,0,100,0.01,0.1,0.01,100,1,0,0,100,0.0217934782608696,0.00054347826086957,5.4347826086957e-05,100,0.799619047619048,0.00380952380952381,0.000380952380952381,100,0.888648648648649,0.00240240240240239,0.000240240240240239,100,0.929966430840374,0.0150664731155058,0.00150664731155058,100,4.93142883658765e-05,9.06583635702764e-06,9.06583635702764e-07,100,1.17442211250091,0.84108431459375,0.084108431459375,100,0.0655241457122026,0.0119166932396076,0.00119166932396076,100,247599.103053377,127.124796403994,12.7124796403994,0,NA,NA,NA
0.025,1000,"heterogeneous","E-L",100,100,0,0,100,197.73,1.51660839048879,0.151660839048879,100,3.98,0.14070529413629,0.014070529413629,100,16,0,0,100,177.75,1.51340808786131,0.151340808786131,100,1,0,0,100,0.987663043478261,0.00824243690483042,0.000824243690483042,100,0.0809231587728411,0.000623551884434955,6.23551884434955e-05,100,0.149729106610425,0.00106698658020911,0.000106698658020911,100,0.911202849532301,0.0145984906699068,0.00145984906699068,100,0.00049133584577803,2.74123638517859e-05,2.74123638517859e-06,100,6.0856117825062,2.51630998264194,0.251630998264194,100,0.682487280809421,0.04019192206547,0.004019192206547,100,247961.395149488,129.90350461517,12.990350461517,0,NA,NA,NA
0.025,1000,"heterogeneous","E-CGL",100,100,0,0,100,16.04,0.196946385566932,0.0196946385566932,100,0,0,0,100,16,0,0,100,0.04,0.196946385566932,0.0196946385566932,100,1,0,0,100,0.000217391304347826,0.00107036079112463,0.000107036079112463,100,0.997647058823529,0.0115850815039373,0.00115850815039373,100,0.998787878787879,0.00596807228990699,0.000596807228990699,100,0.930610830014657,0.0149068361549876,0.00149068361549876,100,0.000154121289732684,1.33234313873887e-05,1.33234313873887e-06,100,1.39356823816972,0.988649958072342,0.0988649958072342,100,0.0528083014277386,0.0116451300798724,0.00116451300798724,100,247684.688032625,127.956433804464,12.7956433804464,100,-247.453630030579,0.0770598209410437,0.00770598209410437
0.025,1000,"heterogeneous","E-ACGL",100,100,0,0,100,16.05,0.21904291355759,0.021904291355759,100,0,0,0,100,16,0,0,100,0.05,0.21904291355759,0.021904291355759,100,1,0,0,100,0.000271739130434783,0.00119045061716082,0.000119045061716082,100,0.997058823529412,0.0128848772680936,0.00128848772680936,100,0.998484848484849,0.00663766404719965,0.000663766404719965,100,0.930583376613875,0.0148348088384613,0.00148348088384613,100,0.00015424026358851,1.32782398982794e-05,1.32782398982794e-06,100,1.39252737823993,0.993073770489366,0.0993073770489366,100,0.0530234711020737,0.0111538489775368,0.00111538489775368,100,247684.76542241,127.814549570165,12.7814549570165,100,-247.453481812041,0.0768421495332185,0.00768421495332185
0.05,300,"equal","D-L",100,100,0,0,100,199.6,0.586032715327688,0.0586032715327688,100,4,0,0,100,16,0,0,100,179.6,0.586032715327688,0.0586032715327688,100,1,0,0,100,0.997826086956522,0.00318496040938972,0.000318496040938972,100,0.0801610076738613,0.000236366274328058,2.36366274328058e-05,100,0.14842409550803,0.000405041176398332,4.05041176398332e-05,100,0.752290476441397,0.0495307428811044,0.00495307428811044,100,0.00136781911315781,0.000103794171490032,1.03794171490032e-05,100,63.6858175371343,11.9786102863724,1.19786102863724,100,2.79762321489683,0.207388681617231,0.0207388681617231,100,74658.488580432,46.3888593460547,4.63888593460547,0,NA,NA,NA
0.05,300,"equal","D-GL",100,100,0,0,100,39.23,24.1472147420356,2.41472147420356,100,4,0,0,100,16,0,0,100,19.23,24.1472147420356,2.41472147420356,100,1,0,0,100,0.12625,0.131234862728454,0.0131234862728454,100,0.542910845155914,0.244608095307686,0.0244608095307686,100,0.669276668806893,0.220726384664494,0.0220726384664494,100,0.836914929324287,0.0377668875056219,0.00377668875056219,100,0.00040491309021821,0.000277209617167978,2.77209617167978e-05,100,11.4991294414261,10.3415452673983,1.03415452673983,100,0.711552770220318,0.518841365668906,0.0518841365668906,100,74353.0741737621,101.52214175511,10.152214175511,0,NA,NA,NA
0.05,300,"equal","D-AGL",100,100,0,0,100,59.19,30.0977179577227,3.00977179577227,100,4,0,0,100,16,0,0,100,39.19,30.0977179577227,3.00977179577227,100,1,0,0,100,0.234728260869565,0.163574554118058,0.0163574554118058,100,0.364863340952686,0.215479518886962,0.0215479518886962,100,0.502201845575332,0.209355310257472,0.0209355310257472,100,0.813553682220534,0.0484000447815884,0.00484000447815884,100,0.000643274037859171,0.000318736002380709,3.18736002380709e-05,100,18.42742157904,12.6046939191102,1.26046939191102,100,1.17304907148289,0.617841272931488,0.0617841272931488,100,74421.597606715,96.6405290158573,9.66405290158573,0,NA,NA,NA
0.05,300,"equal","E-L",100,100,0,0,100,197.77,1.66275298067617,0.166275298067617,100,3.92,0.307482445914323,0.0307482445914323,100,16,0,0,100,177.85,1.68400076777256,0.168400076777256,100,1,0,0,100,0.987880434782609,0.0090367009819357,0.00090367009819357,100,0.080907777460331,0.000687226423632872,6.87226423632872e-05,100,0.14970264675962,0.00117546463114855,0.000117546463114855,100,0.75128069515461,0.0499949504812967,0.00499949504812968,100,0.00137172502859287,0.000104678877650447,1.04678877650447e-05,100,63.2480369800065,12.0036630060692,1.20036630060692,100,2.80403173911282,0.208501635427593,0.0208501635427593,100,74658.4008011322,46.3917099618288,4.63917099618287,0,NA,NA,NA
0.05,300,"equal","E-CGL",100,100,0,0,100,16.18,0.479477830456206,0.0479477830456206,100,0,0,0,100,16,0,0,100,0.18,0.479477830456206,0.0479477830456206,100,1,0,0,100,0.000978260869565217,0.00260585777421851,0.000260585777421851,100,0.989673202614379,0.0272141744390646,0.00272141744390646,100,0.994616755793226,0.0142579536854384,0.00142579536854384,100,0.855180043308617,0.0292539611386185,0.00292539611386185,100,0.000415897984237095,4.1697564353106e-05,4.1697564353106e-06,100,7.60378362684878,3.78646400211902,0.378646400211902,100,0.202795464853137,0.0538684583117959,0.00538684583117959,100,74360.6839108572,47.4424341390424,4.74424341390424,100,-247.013338973116,0.0773358059936002,0.00773358059936002
0.05,300,"equal","E-ACGL",100,100,0,0,100,16.46,2.48803195926078,0.248803195926078,100,0,0,0,100,16,0,0,100,0.46,2.48803195926078,0.248803195926078,100,1,0,0,100,0.0025,0.0135219128220695,0.00135219128220695,100,0.982057040998217,0.0691816742153685,0.00691816742153685,100,0.989340329433209,0.046796865877938,0.0046796865877938,100,0.855006416115284,0.0282015773284262,0.00282015773284262,100,0.000419768306900767,5.23586172099763e-05,5.23586172099763e-06,100,7.6897721507476,3.83531976389538,0.383531976389538,100,0.211911284987299,0.0941172186002517,0.00941172186002517,100,74361.7401988865,47.5204001239918,4.75204001239918,100,-247.009705742986,0.0847807679252242,0.00847807679252242
0.05,300,"heterogeneous","D-L",100,100,0,0,100,199.77,0.422952584681651,0.0422952584681651,100,4,0,0,100,16,0,0,100,179.77,0.422952584681651,0.0422952584681651,100,1,0,0,100,0.99875,0.00229865535153086,0.000229865535153086,100,0.0800924623115578,0.000170031189821787,1.70031189821787e-05,100,0.148306632213609,0.000291440196163304,2.91440196163304e-05,100,0.746826975780508,0.0539904836514765,0.00539904836514765,100,0.00163877822023356,0.000199347253015988,1.99347253015988e-05,100,79.5300406505193,20.8043255114303,2.08043255114303,100,2.93766475885428,0.325343424266684,0.0325343424266684,100,74714.0582897704,58.5840362480048,5.85840362480048,0,NA,NA,NA
