"cell_tag","rep","method","rule","metric","old_value","new_value","difference"
"het10_n300","73","E-CGL","BIC_after_exact_refit","selected_q","14","12","-2"
"het10_n300","73","E-CGL","BIC_after_exact_refit","decision_q_selected","14","12","-2"
"het10_n300","73","E-CGL","BIC_after_exact_refit","F1","0.933333333333333","0.857142857142857","-0.076190476190476"
"het10_n300","73","E-CGL","BIC_after_exact_refit","ARI","0.609670722478064","0.613826308926716","0.00415558644865199"
"het10_n300","73","E-CGL","BIC_after_exact_refit","MSE_centered_eta","4.3287816587054","6.62673048760691","2.29794882890151"
"het10_n300","73","E-CGL","BIC_after_exact_refit","MSE_kappa","352.312316770587","721.491841887983","369.179525117396"
"het10_n300","73","E-CGL","BIC_after_exact_refit","loglik","74483.5810024728","74466.6417139388","-16.9392885339912"
"het10_n300","73","E-CGL","BIC_after_exact_refit","BIC","-147569.735298655","-147570.079416435","-0.344117780012311"
