"method","K_fit","beta","lambda_mu","lambda_kappa","lambda_eta","ARI","loglik","pen_loglik","converged","iter","true_union_q","selected_q","TPR","FPR","Precision","F1","entry_TPR","entry_FPR","entry_Precision","entry_F1","MSE_mu","MSE_kappa","MSE_centered_eta","kappa_hat_mean","df","BIC","EBIC","common_selection_rate","specific_selection_rate","noise_selection_rate","scenario","rep","n","d","K_true","common_q","specific_q_per_component","specific_weight","true_entry_q","mu_pairwise_cos_mean","kappa_true_min","kappa_true_max","kappa_true_ratio"
"Eta centered path BIC",4,NA,NA,NA,1.52262203074157,0.502739054923255,97492.0081437531,97226.4104210326,TRUE,57,22,29,0.954545454545455,0.102564102564103,0.724137931034483,0.823529411764706,NA,NA,NA,NA,0.000283756631907266,16.9368865507287,0.490571801823362,59.2381051358043,190,-193671.5427845,-192796.560449162,1,0.9375,0.102564102564103,"specific_effect_common6_specific4",2,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.52262203074157,0.556120344223845,97570.1378516767,NA,TRUE,60,22,29,0.954545454545455,0.102564102564103,0.724137931034483,0.823529411764706,NA,NA,NA,NA,0.000190700152995454,0.345985991162612,0.307671359491947,57.4335787096392,119,-194318.252825154,-193770.237573022,1,0.9375,0.102564102564103,"specific_effect_common6_specific4",2,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Rossi path BIC",4,25.5059621219517,NA,NA,NA,0.506423544427506,97818.0747721238,97452.4303105236,TRUE,2,22,100,1,1,0.22,0.360655737704918,1,0.722222222222222,0.133333333333333,0.235294117647059,0.000217086906191918,4.31062747562267,0.485646317294783,59.1233543370083,303,-193543.099694716,-192147.733128362,1,1,1,"specific_effect_common6_specific4",3,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Rossi path BIC + refit",4,25.5059621219517,NA,NA,NA,0.483157508719622,97852.3973134842,NA,TRUE,43,22,100,1,1,0.22,0.360655737704918,NA,NA,NA,NA,0.000506568723254315,10.0723606544096,1.10126367940129,59.9234161210779,403,-192920.969249539,-191065.085664585,1,1,1,"specific_effect_common6_specific4",3,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Separate 2D path/grid BIC",4,NA,40.0079509048396,1.40846918039301,NA,0.520178217348589,97775.1689454582,96932.8718218882,TRUE,2,22,95,1,0.935897435897436,0.231578947368421,0.376068376068376,1,0.488888888888889,0.185185185185185,0.3125,0.000153294401525051,5.76423981804783,0.315853083140278,55.5376125661193,219,-194037.539484819,-193029.007214088,1,1,0.935897435897436,"specific_effect_common6_specific4",3,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,40.0079509048396,1.40846918039301,NA,0.475883794761783,97848.6355828874,NA,TRUE,41,22,95,1,0.935897435897436,0.231578947368421,0.376068376068376,NA,NA,NA,NA,0.000503090628570839,2.17101388584538,0.909900239416844,58.0645735492873,383,-193051.600893925,-191287.820712691,1,1,0.935897435897436,"specific_effect_common6_specific4",3,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.17183249985904,0.483521260468496,97704.6759441074,97464.3667215468,TRUE,13,22,48,1,0.333333333333333,0.458333333333333,0.628571428571429,NA,NA,NA,NA,0.000369390705826014,58.4326153964689,0.954124322373819,61.74802435389,247,-193703.136334306,-192565.659298367,1,1,0.333333333333333,"specific_effect_common6_specific4",3,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.17183249985904,0.475206162702294,97761.6041046901,NA,TRUE,17,22,48,1,0.333333333333333,0.458333333333333,0.628571428571429,NA,NA,NA,NA,0.00048017616877444,56.7675274413646,1.41351893457354,62.2791058143413,195,-194176.195929979,-193278.187743711,1,1,0.333333333333333,"specific_effect_common6_specific4",3,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Rossi path BIC",4,21.3555652568938,NA,NA,NA,0.452858584468705,97777.7588556108,97461.6568465727,TRUE,2,22,100,1,1,0.22,0.360655737704918,1,0.744444444444444,0.12987012987013,0.229885057471264,0.000232824141952158,2.6033691000829,0.45254974441656,58.4237232633332,311,-193407.205819458,-191974.997891616,1,1,1,"specific_effect_common6_specific4",4,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Rossi path BIC + refit",4,21.3555652568938,NA,NA,NA,0.415060651032511,97806.7797537691,NA,TRUE,38,22,100,1,1,0.22,0.360655737704918,NA,NA,NA,NA,0.000626359433340704,1.60818165633753,0.887451832450237,57.5173533859219,403,-192829.734130108,-190973.850545155,1,1,1,"specific_effect_common6_specific4",4,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Separate 2D path/grid BIC",4,NA,78.2429080460391,1.97398783426028,NA,0.483509677433613,97637.0849191254,96277.4495561658,TRUE,2,22,76,1,0.692307692307692,0.289473684210526,0.448979591836735,1,0.238888888888889,0.317460317460317,0.481927710843373,8.00741559408025e-05,16.0819023890198,0.182221019209881,53.6771198350599,129,-194383.069407262,-193789.00245327,1,1,0.692307692307692,"specific_effect_common6_specific4",4,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,78.2429080460391,1.97398783426028,NA,0.426679857993121,97771.4230126229,NA,TRUE,21,22,76,1,0.692307692307692,0.289473684210526,0.448979591836735,NA,NA,NA,NA,0.000504761025452652,2.27905425259929,0.725385910062286,57.2219114356231,307,-193422.165154598,-192008.3779075,1,1,0.692307692307692,"specific_effect_common6_specific4",4,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.06145624938499,0.453853132683153,97637.0781696959,97422.2524366588,TRUE,50,22,53,1,0.397435897435897,0.415094339622642,0.586666666666667,NA,NA,NA,NA,0.000430913709149408,84.4474992980772,1.32023945099258,63.0215352368819,262,-193464.324456298,-192257.76986757,1,1,0.397435897435897,"specific_effect_common6_specific4",4,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.06145624938499,0.443930948984046,97720.4634238089,NA,FALSE,100,22,53,1,0.397435897435897,0.415094339622642,0.586666666666667,NA,NA,NA,NA,0.000284886702236791,3.12361043812509,0.565101892872235,58.3503069914217,215,-193955.759462637,-192965.647872649,1,1,0.397435897435897,"specific_effect_common6_specific4",4,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Rossi path BIC",4,20.5174074305509,NA,NA,NA,0.55665059239118,97949.0467775718,97637.959004471,TRUE,2,22,100,1,1,0.22,0.360655737704918,1,0.755555555555556,0.128205128205128,0.227272727272727,0.000248220035829661,4.61962449084445,0.502387229791962,59.2922515353591,315,-193722.150642264,-192271.522033678,1,1,1,"specific_effect_common6_specific4",5,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Rossi path BIC + refit",4,20.5174074305509,NA,NA,NA,0.530311923513096,97971.0751147527,NA,TRUE,31,22,100,1,1,0.22,0.360655737704918,NA,NA,NA,NA,0.00048633366506345,3.52243177035246,0.893354171893213,58.6157213562976,403,-193158.324852076,-191302.441267122,1,1,1,"specific_effect_common6_specific4",5,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Separate 2D path/grid BIC",4,NA,33.5466145742596,0,NA,0.590350484844111,97918.8582305805,97448.9664582929,TRUE,2,22,98,1,0.974358974358974,0.224489795918367,0.366666666666667,1,0.638888888888889,0.148148148148148,0.258064516129032,0.000152278591475417,4.87241997361915,0.32752153411962,59.3476529801199,273,-193951.899269999,-192694.687809224,1,1,0.974358974358974,"specific_effect_common6_specific4",5,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,33.5466145742596,0,NA,0.543245382656076,97966.0403533292,NA,TRUE,35,22,98,1,0.974358974358974,0.224489795918367,0.366666666666667,NA,NA,NA,NA,0.00042912038177202,3.39067017553904,0.794343228548821,58.727392418288,395,-193203.51737146,-191384.475147995,1,1,0.974358974358974,"specific_effect_common6_specific4",5,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.40965382019417,0.548309595860919,97764.6872467599,97512.2907819091,TRUE,27,22,29,1,0.0897435897435897,0.758620689655172,0.862745098039216,NA,NA,NA,NA,0.000268025651572836,17.3194576109483,0.433427481172808,58.7626168304988,190,-194216.900990513,-193341.918655175,1,1,0.0897435897435897,"specific_effect_common6_specific4",5,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.40965382019417,0.599881659721087,97813.9691807488,NA,TRUE,53,22,29,1,0.0897435897435897,0.758620689655172,0.862745098039216,NA,NA,NA,NA,0.000141312714191011,1.41467675658442,0.248577826856784,57.5295476712844,119,-194805.915483299,-194257.900231166,1,1,0.0897435897435897,"specific_effect_common6_specific4",5,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Rossi path BIC",4,14.5178981413943,NA,NA,NA,0.526819108317741,97737.7230809956,97516.0887735294,TRUE,2,22,100,1,1,0.22,0.360655737704918,1,0.794444444444444,0.122699386503067,0.218579234972678,0.000302756899647267,3.93574249145648,0.617160828484629,58.4762984384184,329,-193202.794675206,-191687.693684016,1,1,1,"specific_effect_common6_specific4",6,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Rossi path BIC + refit",4,14.5178981413943,NA,NA,NA,0.471986992920128,97749.8470993234,NA,TRUE,22,22,100,1,1,0.22,0.360655737704918,NA,NA,NA,NA,0.000484282956731603,6.53845484921079,0.975278600126012,58.5008937521132,403,-192715.868821217,-190859.985236264,1,1,1,"specific_effect_common6_specific4",6,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Separate 2D path/grid BIC",4,NA,30.7585759822919,3.25606276915678,NA,0.461461720368472,97657.1120586542,96571.1272509393,TRUE,2,22,98,1,0.974358974358974,0.224489795918367,0.366666666666667,1,0.552777777777778,0.167364016736402,0.28673835125448,0.000198306518127557,41.5430907258292,0.321658864433633,51.2097703749667,242,-193642.547339795,-192528.096154786,1,1,0.974358974358974,"specific_effect_common6_specific4",6,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,30.7585759822919,3.25606276915678,NA,0.474249688670922,97748.6161501851,NA,TRUE,65,22,98,1,0.974358974358974,0.224489795918367,0.366666666666667,NA,NA,NA,NA,0.00049996205343949,3.84409835958878,0.92047620983834,57.8859291794003,395,-192768.668965172,-190949.626741707,1,1,0.974358974358974,"specific_effect_common6_specific4",6,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.35734915437136,0.492651626397386,97570.071708994,97325.1405380155,TRUE,37,22,29,0.954545454545455,0.102564102564103,0.724137931034483,0.823529411764706,NA,NA,NA,NA,0.000263059029194694,14.9731372303909,0.414738252351156,58.3361236744546,190,-193827.669914981,-192952.687579644,1,0.9375,0.102564102564103,"specific_effect_common6_specific4",6,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.35734915437136,0.530657922301608,97620.2922907089,NA,TRUE,38,22,29,0.954545454545455,0.102564102564103,0.724137931034483,0.823529411764706,NA,NA,NA,NA,0.000233373655302531,2.24025573968382,0.384512051648658,57.5700732041849,119,-194418.561703219,-193870.546451086,1,0.9375,0.102564102564103,"specific_effect_common6_specific4",6,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Rossi path BIC",4,18.0478184229117,NA,NA,NA,0.489691319468959,98067.9437310263,97795.5590169608,TRUE,2,22,100,1,1,0.22,0.360655737704918,1,0.797222222222222,0.122324159021407,0.217983651226158,0.000254319404788562,15.845046252595,0.596099749844958,60.7483444052214,330,-193856.328219989,-192336.622058613,1,1,1,"specific_effect_common6_specific4",7,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Rossi path BIC + refit",4,18.0478184229117,NA,NA,NA,0.477478961570434,98084.8768911296,NA,TRUE,69,22,100,1,1,0.22,0.360655737704918,NA,NA,NA,NA,0.000480237908141864,25.8011674711799,1.11548522530001,61.3985241195388,403,-193385.928404829,-191530.044819876,1,1,1,"specific_effect_common6_specific4",7,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Separate 2D path/grid BIC",4,NA,28.8413424706332,2.9705091502961,NA,0.507472915409061,97997.8814806978,96972.4109845474,TRUE,2,22,97,1,0.961538461538462,0.22680412371134,0.369747899159664,1,0.561111111111111,0.165289256198347,0.283687943262411,0.00020935943047009,22.0055447028624,0.344628698100932,52.982345471595,245,-194303.362918045,-193175.096222478,1,1,0.961538461538462,"specific_effect_common6_specific4",7,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,28.8413424706332,2.9705091502961,NA,0.482488136886497,98078.2785353478,NA,FALSE,100,22,97,1,0.961538461538462,0.22680412371134,0.369747899159664,NA,NA,NA,NA,0.000397890992249385,13.8281709459953,0.868460156966142,60.5646908409857,391,-193455.624756613,-191655.003213892,1,1,0.961538461538462,"specific_effect_common6_specific4",7,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.47023610100935,0.497617859046268,97873.6376021438,97621.310289361,TRUE,17,22,25,1,0.0384615384615385,0.88,0.936170212765957,NA,NA,NA,NA,0.000281828084683781,35.3938024280235,0.519843004131121,61.046390031023,178,-194517.694764629,-193697.974471523,1,1,0.0384615384615385,"specific_effect_common6_specific4",7,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.47023610100935,0.531865357762522,97920.4542539849,NA,TRUE,31,22,25,1,0.0384615384615385,0.88,0.936170212765957,NA,NA,NA,NA,9.81861393380233e-05,8.27058641550872,0.226485051834295,59.7842095771307,103,-195129.409714235,-194655.077185078,1,1,0.0384615384615385,"specific_effect_common6_specific4",7,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Rossi path BIC",4,7.0882363784942,NA,NA,NA,0.475861570259013,97463.0442455932,97343.7050112326,TRUE,2,22,100,1,1,0.22,0.360655737704918,1,0.902777777777778,0.10958904109589,0.197530864197531,0.00070987732482285,145.957873145052,2.63660496598392,65.3233720799153,368,-192384.034548521,-190689.331920077,1,1,1,"specific_effect_common6_specific4",8,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Rossi path BIC + refit",4,7.0882363784942,NA,NA,NA,0.477773984079336,97465.2176588221,NA,TRUE,6,22,100,1,1,0.22,0.360655737704918,NA,NA,NA,NA,0.000789442871308208,151.645170898621,2.90266982029615,65.4213667462579,403,-192146.609940214,-190290.726355261,1,1,1,"specific_effect_common6_specific4",8,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Separate 2D path/grid BIC",4,NA,142.466243440599,1.72075921560543,NA,0.549343271141016,97222.3207555329,95213.2907101674,TRUE,2,22,45,1,0.294871794871795,0.488888888888889,0.656716417910448,1,0.075,0.597014925373134,0.747663551401869,0.000106195308160216,8.65384675144009,0.207937623009531,55.0996566536722,70,-193961.098641537,-193638.736728518,1,1,0.294871794871795,"specific_effect_common6_specific4",8,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,142.466243440599,1.72075921560543,NA,0.517782771108125,97359.6222348936,NA,TRUE,28,22,45,1,0.294871794871795,0.488888888888889,0.656716417910448,NA,NA,NA,NA,0.000204920836030592,7.70953025244326,0.485540272622643,59.9026988763851,183,-193455.125253734,-192612.379109698,1,1,0.294871794871795,"specific_effect_common6_specific4",8,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.63815673747382,0.493108066771558,97252.0271203048,96928.061028582,TRUE,8,22,35,1,0.166666666666667,0.628571428571429,0.771929824561403,NA,NA,NA,NA,0.000361948213408784,63.2291114903474,0.877021496574526,62.3023654540404,208,-193067.241142581,-192109.365743896,1,1,0.166666666666667,"specific_effect_common6_specific4",8,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.63815673747382,0.48182623492294,97332.3484715117,NA,TRUE,12,22,35,1,0.166666666666667,0.628571428571429,0.771929824561403,NA,NA,NA,NA,0.000409041540102159,51.9216750401954,1.16881352256542,62.5442133615414,143,-193676.887938129,-193018.348601533,1,1,0.166666666666667,"specific_effect_common6_specific4",8,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Rossi path BIC",4,13.4836427536506,NA,NA,NA,0.49909729996219,97459.5684849572,97239.8069199677,TRUE,2,22,100,1,1,0.22,0.360655737704918,1,0.861111111111111,0.114285714285714,0.205128205128205,0.000566301780155012,31.4344793945346,1.37901689832491,59.7240450861096,353,-192480.699356434,-190855.07428078,1,1,1,"specific_effect_common6_specific4",9,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Rossi path BIC + refit",4,13.4836427536506,NA,NA,NA,0.489371048230398,97468.7563516601,NA,TRUE,11,22,100,1,1,0.22,0.360655737704918,NA,NA,NA,NA,0.000757194625700815,37.3836902501591,1.80273950139036,59.9297018527961,403,-192153.68732589,-190297.803740937,1,1,1,"specific_effect_common6_specific4",9,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Separate 2D path/grid BIC",4,NA,38.8873548924736,0,NA,0.548192793443756,97394.6359603469,96868.5505802184,TRUE,3,22,97,1,0.961538461538462,0.22680412371134,0.369747899159664,1,0.541666666666667,0.170212765957447,0.290909090909091,0.000130260109564789,3.3915742420678,0.290046090699108,56.9181972985551,238,-193145.226164296,-192049.195660031,1,1,0.961538461538462,"specific_effect_common6_specific4",9,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,38.8873548924736,0,NA,0.476104442492664,97457.8187792201,NA,TRUE,33,22,97,1,0.961538461538462,0.22680412371134,0.369747899159664,NA,NA,NA,NA,0.000500411933881879,6.70577415464345,0.934444201848406,56.8187173863465,391,-192214.705244358,-190414.083701637,1,1,0.961538461538462,"specific_effect_common6_specific4",9,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.47888220403009,0.487013846238958,97260.2861770354,96993.4271092402,TRUE,53,22,32,1,0.128205128205128,0.6875,0.814814814814815,NA,NA,NA,NA,0.000372759173089278,34.3608129650361,0.742865415408802,58.5882818343668,199,-193145.929053553,-192229.500186542,1,1,0.128205128205128,"specific_effect_common6_specific4",9,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.47888220403009,0.528782148776072,97314.1936055413,NA,TRUE,35,22,32,1,0.128205128205128,0.6875,0.814814814814815,NA,NA,NA,NA,0.000277245013726593,11.1212429737044,0.60813458047214,57.8231760892126,131,-193723.471269536,-193120.193975171,1,1,0.128205128205128,"specific_effect_common6_specific4",9,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Rossi path BIC",4,27.3689880955462,NA,NA,NA,0.529890190845101,97292.3143790619,96907.4147341117,TRUE,2,22,100,1,1,0.22,0.360655737704918,1,0.658333333333333,0.144404332129964,0.252365930599369,0.000155542514743453,6.31900538569525,0.383501250644864,58.7573194764095,280,-192650.457280009,-191361.009627932,1,1,1,"specific_effect_common6_specific4",10,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Rossi path BIC + refit",4,27.3689880955462,NA,NA,NA,0.463366048046964,97325.9331162952,NA,TRUE,20,22,100,1,1,0.22,0.360655737704918,NA,NA,NA,NA,0.000401972450256362,5.1700512034825,0.750164153156318,58.5608073183155,403,-191868.040855161,-190012.157270207,1,1,1,"specific_effect_common6_specific4",10,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Separate 2D path/grid BIC",4,NA,53.2090306225709,0,NA,0.553677623147853,97240.7711129099,96564.0819299102,TRUE,2,22,90,1,0.871794871794872,0.244444444444444,0.392857142857143,1,0.372222222222222,0.229885057471264,0.373831775700935,7.234330811855e-05,5.64132235869122,0.238809705133151,58.5211780266134,177,-193258.86954144,-192443.75441852,1,1,0.871794871794872,"specific_effect_common6_specific4",10,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,53.2090306225709,0,NA,0.486298587720768,97320.8517534605,NA,TRUE,16,22,90,1,0.871794871794872,0.244444444444444,0.392857142857143,NA,NA,NA,NA,0.000373147931890456,6.1245831467392,0.718426031619697,58.6941322804353,363,-192134.18834065,-190462.511563137,1,1,0.871794871794872,"specific_effect_common6_specific4",10,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.54323465704379,0.456245440384851,97113.1617991314,96847.8149552203,TRUE,33,22,27,1,0.0641025641025641,0.814814814814815,0.897959183673469,NA,NA,NA,NA,0.000220056427185638,29.5701874537476,0.48658445918805,59.7143160249631,184,-192955.29662693,-192107.945312708,1,1,0.0641025641025641,"specific_effect_common6_specific4",10,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.54323465704379,0.557203466232105,97186.6637759119,NA,TRUE,39,22,27,1,0.0641025641025641,0.814814814814815,0.897959183673469,NA,NA,NA,NA,0.00010378211120933,5.58764685050263,0.279734815225148,58.213891777491,111,-193606.566715857,-193095.392825212,1,1,0.0641025641025641,"specific_effect_common6_specific4",10,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Rossi path BIC",4,28.4717285447336,NA,NA,NA,0.545294629311107,97536.8898388122,97140.3698922862,TRUE,2,22,100,1,1,0.22,0.360655737704918,1,0.608333333333333,0.154440154440154,0.267558528428094,0.000168403375245946,4.75182634040783,0.375846522947451,59.3011492365371,262,-193263.947794531,-192057.393205802,1,1,1,"specific_effect_common6_specific4",11,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Rossi path BIC + refit",4,28.4717285447336,NA,NA,NA,0.517717549029024,97568.437595542,NA,TRUE,47,22,100,1,1,0.22,0.360655737704918,NA,NA,NA,NA,0.000386282492667653,1.8267596980349,0.688253979715296,58.4353010819993,403,-192353.049813654,-190497.166228701,1,1,1,"specific_effect_common6_specific4",11,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
"Separate 2D path/grid BIC",4,NA,34.3763141851575,0,NA,0.552671524693735,97527.436848232,97059.0850415391,TRUE,2,22,100,1,1,0.22,0.360655737704918,1,0.555555555555556,0.166666666666667,0.285714285714286,0.00015101510275371,4.43667556981159,0.339376726715342,59.2032593638174,243,-193376.289163671,-192257.232808476,1,1,1,"specific_effect_common6_specific4",11,1000,100,4,6,4,0.35,40,0.924499229583975,30,90,3
