"phase","cell_id","method","planned_reps","completed_reps","valid_reps","error_reps","missing_reps","completion_rate","support_target","selector","selected_q","selected_q_sd","selected_eta_only_q","selected_eta_only_q_sd","selected_mu_only_q","selected_mu_only_q_sd","selected_both_q","selected_both_q_sd","selected_null_q","selected_null_q_sd","TPR_P","TPR_P_sd","FPR_P","FPR_P_sd","Precision_P","Precision_P_sd","F1_P","F1_P_sd","TPR_mu","TPR_mu_sd","FPR_mu","FPR_mu_sd","Precision_mu","Precision_mu_sd","F1_mu","F1_mu_sd","TPR_eta","TPR_eta_sd","FPR_eta","FPR_eta_sd","Precision_eta","Precision_eta_sd","F1_eta","F1_eta_sd","exact_P","exact_P_sd","exact_mu","exact_mu_sd","exact_eta","exact_eta_sd","ARI","ARI_sd","NMI","NMI_sd","classification_error","classification_error_sd","Bayes_excess_error","Bayes_excess_error_sd","test_NLL","test_NLL_sd","MSE_mu","MSE_mu_sd","MSE_kappa","MSE_kappa_sd","MSE_eta","MSE_eta_sd","train_loglik","train_loglik_sd","converged","converged_sd","iter","iter_sd","elapsed_sec","elapsed_sec_sd","elapsed_sec_median","elapsed_sec_total"
"core","D_beta_min_n1000","Spherical k-means",100,100,100,0,0,1,"none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.775773017477787,0.0105539319829969,0.744402516529584,0.00905128028967592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,17.41,6.3549789595055,0.256399999999993,0.0445520918576128,0.25,25.6399999999993
"core","D_highdim_n300_d500","Dense-free",100,100,100,0,0,1,"none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.423915614608918,0.0530126401777913,0.430851555225494,0.0452686499907279,0.332942,0.0493322055153639,0.282772,0.0493322055153639,-840.923553077017,0.184745994751607,0.00183444946055651,0.00017238633843675,719.778713275588,120.401984675357,9.51904542853577,0.886178535180399,254453.969237174,74.5121011298094,1,0,38.96,14.8887592335678,5.1939,0.712376723342071,5.16999999999994,519.39
"core","D_highdim_n300_d500","Dense-shared",100,100,100,0,0,1,"none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.405308682504785,0.0429325189560131,0.397978218650152,0.0382484105745846,0.33624,0.0415707161887361,0.28607,0.0415707161887361,-840.768521465371,0.179802373872064,0.0018361906625222,0.000159650014803494,822.564844653648,65.5230701083445,9.86292205000663,0.779755471263189,254440.377040245,70.0619042666904,1,0,31.47,13.3684801913405,0.945300000000009,0.12956379809876,0.939999999999828,94.5300000000009
"core","D_highdim_n300_d500","E-ACGL",100,100,100,0,0,1,"S_eta","BIC-after-refit",36.71,4.05092582010582,0,0,0.1,0.301511344577764,34.12,2.61031365428321,2.49,2.38469446193169,0.6844,0.0532256488637733,0.00553333333333333,0.00529932102651487,0.936554985116381,0.0547412387283092,0.788629340696819,0.0371371271611526,0.6844,0.0532256488637733,0.00553333333333333,0.00529932102651487,0.936554985116381,0.0547412387283092,0.788629340696819,0.0371371271611526,0.853,0.0652578413570803,0.0056304347826087,0.00545862141091511,0.934090605736143,0.0575143920570327,0.889138434236972,0.0410348199970984,0,0,0,0,0,0,0.767166795807418,0.0490322663799404,0.742208746454039,0.0335615631318907,0.10145,0.0377571760521671,0.05128,0.0377571760521671,-843.755175588914,0.127902837588614,0.000739028349663292,0.000166765712806722,63.7971015020245,37.8055050071799,1.23766592479837,0.496492964471754,253791.233879814,73.0835874831614,1,0,25.5,23.14621944827,127.6603,11.2234664386271,126.785,12766.03
"core","D_highdim_n300_d500","E-CGL",100,100,100,0,0,1,"S_eta","BIC-after-refit",55.71,20.1711339905481,0,0,0.43,0.65528157260367,37.46,2.70957896762914,17.82,19.2733552403888,0.7578,0.056846061846664,0.0396,0.0428296783119751,0.729575457733722,0.15837379694905,0.731812259130569,0.0955053033029695,0.7578,0.056846061846664,0.0396,0.0428296783119751,0.729575457733722,0.15837379694905,0.731812259130569,0.0955053033029695,0.9365,0.0677394741907284,0.0396739130434783,0.0426226472368219,0.722544980162971,0.16040825210798,0.80358216274865,0.116950495563304,0,0,0,0,0.01,0.1,0.76923132676824,0.0784101676176873,0.745682622488818,0.0509394127637702,0.106956,0.0646520732049404,0.056786,0.0646520732049404,-843.632399347205,0.276212259059998,0.000714214291824367,0.000246111478010255,127.158333618745,155.278975281098,1.53121452426618,1.07317656626966,253892.515417596,85.2135761151452,1,0,18.67,15.647025082724,117.7659,8.37749511693933,117.4,11776.59
"core","D_highdim_n300_d500","M-L",100,100,100,0,0,1,"S_P","BIC-after-refit",499.99,0.1,0,0,10,0,40,0,449.99,0.1,1,0,0.999977777777778,0.000222222222222201,0.100002004008016,2.00400801602996e-05,0.181821493624772,3.31180659049024e-05,1,0,0.999977777777778,0.000222222222222201,0.100002004008016,2.00400801602996e-05,0.181821493624772,3.31180659049024e-05,1,0,0.999978260869565,0.000217391304347803,0.0800016032064128,1.60320641282602e-05,0.148150896722325,2.74857417714991e-05,0,0,0,0,0,0,0.431182109712973,0.0545911859729175,0.438933873371269,0.046342434648227,0.327486,0.050465239601936,0.277316,0.050465239601936,-840.945352610929,0.186766322017547,0.00180810612911057,0.000182226875348516,742.424950573161,129.062772089093,9.44089291391795,0.924512516560383,254473.679442114,71.7776332657583,1,0,2.78,0.504124403437697,18.0776,1.06457856222613,18.07,1807.76
"core","D_highdim_n300_d500","Spherical k-means",100,100,100,0,0,1,"none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.284946267051264,0.0554692095656095,0.28269212464145,0.0512749231803658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,9.31,2.94973034206673,0.0973000000000024,0.0206879167387704,0.0900000000001455,9.73000000000024
"core","D_moderately_dense_n1000","Dense-free",100,100,100,0,0,1,"none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.670070967002482,0.0207863783950251,0.653893302039932,0.0129867532827186,0.149742,0.0150006139941677,0.049927,0.0150006139941677,-247.313315159392,0.0604325002177278,0.000680065194514849,8.53998525994122e-05,13.0504289723566,5.99515191913566,0.989031005635663,0.116542811785211,248171.034346603,115.07576771894,1,0,52.05,28.4080565468262,11.3544,2.38289880336342,11.3249999999999,1135.44
"core","D_moderately_dense_n1000","Dense-shared",100,100,100,0,0,1,"none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.599574180269489,0.0180430171607507,0.588586703837476,0.0137825592222111,0.195394,0.0133251324779739,0.095579,0.0133251324779739,-247.120011115989,0.0595628069585234,0.000839826996032131,0.000108208968030083,133.327804774343,3.26856219018485,1.71878122616549,0.143868875758156,248036.795036778,110.062310477179,1,0,72.26,30.404883977693,4.69279999999997,0.903534116118438,4.63999999999987,469.279999999997
"core","D_moderately_dense_n1000","E-ACGL",100,100,100,0,0,1,"S_eta","BIC-after-refit",67.47,3.24256725824499,0,0,0,0,67.36,3.20201956473243,0.11,0.34509550720186,0.801904761904762,0.0381192805325289,0.000948275862068965,0.00297496126898155,0.998405056615907,0.0049552028121816,0.888927443966723,0.0235526897533383,0.801904761904762,0.0381192805325289,0.000948275862068965,0.00297496126898155,0.998405056615907,0.0049552028121816,0.888927443966723,0.0235526897533383,0.842,0.0400252445591554,0.000916666666666667,0.00287579589334884,0.998405056615907,0.0049552028121816,0.913036724112214,0.023673028253381,0,0,0,0,0,0,0.678891349362451,0.0183202179067002,0.660888240116478,0.0136653550396122,0.144396,0.0111844040042057,0.044581,0.0111844040042057,-247.445791544344,0.0594461723470149,0.000583165793193242,7.79679896848733e-05,2.72167725013663,1.40410862414481,0.643409202776195,0.0856843287655591,247888.069893906,120.985594167731,1,0,48.8,23.3155776599286,66.9587,4.66218543608081,66.6549999999999,6695.87
"core","D_moderately_dense_n1000","E-CGL",100,100,100,0,0,1,"S_eta","BIC-after-refit",87.84,9.99466524368542,0,0,0.43,0.670519171684121,74.62,3.48671359838627,12.79,7.08433326275506,0.893452380952381,0.0444268866060875,0.110258620689655,0.0610718384720264,0.861178264913824,0.0642606603578244,0.87425277629817,0.0264927561810742,0.893452380952381,0.0444268866060875,0.110258620689655,0.0610718384720264,0.861178264913824,0.0642606603578244,0.87425277629817,0.0264927561810742,0.93275,0.0435839199798284,0.110166666666667,0.0611177682324455,0.856546636018405,0.0661760009764804,0.890219051886966,0.0288993088039389,0,0,0,0,0,0,0.673599519711163,0.0475551649990237,0.673540800834318,0.0135242125310289,0.16871,0.0635835146349534,0.068895,0.0635835146349534,-247.432915758434,0.0633472522293505,0.000626258905083842,0.000245483626360088,6.7523406481577,4.70777684899669,0.697959856762458,0.187975803532995,247954.22141794,154.238112420808,1,0,52.91,40.5472900114512,63.7755,6.0266499689699,62.45,6377.55
"core","D_moderately_dense_n1000","M-L",100,100,100,0,0,1,"S_P","BIC-after-refit",199.81,0.544856574585172,0,0,4,0,80,0,115.81,0.544856574585172,1,0,0.998362068965517,0.00469703943607903,0.420402500581665,0.00115616696276538,0.591947488322558,0.00114322184152356,1,0,0.998362068965517,0.00469703943607903,0.420402500581665,0.00115616696276538,0.591947488322558,0.00114322184152356,1,0,0.998416666666667,0.00454047145487644,0.4003833338873,0.00110111139310992,0.571818749362586,0.00112023059627213,0,0,0,0,0,0,0.672827138704939,0.0190227617923952,0.656080374019124,0.0121920328265013,0.147238,0.0128586313424097,0.047423,0.0128586313424097,-247.319866841672,0.0597181419589035,0.000656677534568366,7.58617056178894e-05,12.3565324205542,5.34779972784684,0.957212356898794,0.103421450377943,248168.805834058,115.296085288155,1,0,12.6,2.79610118167813,32.2336,6.80670265624296,31.5249999999999,3223.36
"core","D_moderately_dense_n1000","Spherical k-means",100,100,100,0,0,1,"none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.586228238632079,0.0292505810977192,0.574311350325097,0.021554698422428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,19.28,7.28923379326862,0.246900000000015,0.0373001746685343,0.25,24.6900000000015
"core","D_moderately_dense_n300","Dense-free",100,100,100,0,0,1,"none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.512277967871306,0.0285864134033463,0.526487628012856,0.0206048507263479,0.281784,0.0384317385671391,0.181969,0.0384317385671391,-246.124961206183,0.100265121942986,0.00223358219417108,0.000241877632911008,139.875381042,67.063872215468,4.39274650131895,0.714340976927288,74778.1472644675,70.6751073327152,1,0,63.35,30.780544491479,3.32489999999999,0.572574365511062,3.315,332.489999999999
"core","D_moderately_dense_n300","Dense-shared",100,100,100,0,0,1,"none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.480998564282864,0.0251200407114732,0.478583626609193,0.0203032729336925,0.294406,0.0280230562360368,0.194591,0.0280230562360368,-245.976555783229,0.118672928121368,0.002303605146221,0.000194777410735476,201.530508380612,18.2425347734645,4.82989103985658,0.379834267630881,74751.7024865734,69.3072423115657,1,0,61.13,25.116156416365,1.34000000000001,0.263009006259756,1.34500000000003,134.000000000001
"core","D_moderately_dense_n300","E-ACGL",100,100,100,0,0,1,"S_eta","BIC-after-refit",57.97,6.03098899707405,0,0,0.07,0.256432399976243,55.06,4.74356555150386,2.84,2.43177617258155,0.656309523809524,0.0566187434026191,0.0244827586206896,0.0209635876946685,0.953327422498001,0.0366484952402727,0.775376666462902,0.0396245573783216,0.656309523809524,0.0566187434026191,0.0244827586206896,0.0209635876946685,0.953327422498001,0.0366484952402727,0.775376666462902,0.0396245573783216,0.68825,0.0592945693937983,0.02425,0.0204842812913328,0.952144888459534,0.0370146159905934,0.796856533319119,0.0399964513274068,0,0,0,0,0,0,0.544123392402698,0.0266960821341631,0.570151917042648,0.0270991152561634,0.278004,0.0326691771453389,0.178189,0.0326691771453389,-246.711763053489,0.106292291560697,0.00202324559569478,0.000277583424070175,129.74442464517,173.117314497806,3.27869580858515,1.18945162476105,74486.7477218232,79.9398438451176,1,0,48.67,35.7183299008939,72.8835,6.65083018665469,72.3099999999999,7288.35
"core","D_moderately_dense_n300","E-CGL",100,100,100,0,0,1,"S_eta","BIC-after-refit",88.4,9.87190688036235,0,0,0.76,0.78005438815819,66.64,3.448085400522,21,7.31540508209569,0.802380952380952,0.0449912253394335,0.181034482758621,0.063063836914618,0.76815926107736,0.0575196079031043,0.782467252881831,0.0285499177169538,0.802380952380952,0.0449912253394335,0.181034482758621,0.063063836914618,0.76815926107736,0.0575196079031043,0.782467252881831,0.0285499177169538,0.833,0.0431010675065249,0.181333333333333,0.0628329515300674,0.759827599204465,0.0591465745652805,0.7922737151002,0.0292891775868891,0,0,0,0,0,0,0.552986678096266,0.0238351943845733,0.588536686877955,0.0297528836056768,0.2758,0.0275295983966128,0.175985,0.0275295983966128,-246.662374738582,0.138900073692097,0.00209581430925204,0.000454797318929361,743.091443910902,1579.982806361,6.42806212365353,7.88770264276936,74581.737739634,90.1588262861716,1,0,34.63,19.1715566884535,61.8841,6.26324489027497,61.41,6188.41
"core","D_moderately_dense_n300","M-L",100,100,100,0,0,1,"S_P","BIC-after-refit",199.5,0.731678573796948,0,0,4,0,79.99,0.1,115.51,0.688945908360348,0.999880952380952,0.0011904761904762,0.995775862068966,0.00593918886517532,0.421007256892595,0.00137977874327434,0.592525090693417,0.00134303411350849,0.999880952380952,0.0011904761904762,0.995775862068966,0.00593918886517532,0.421007256892595,0.00137977874327434,0.592525090693417,0.00134303411350849,0.999875,0.00125,0.995916666666667,0.00574121590300285,0.400956862735416,0.00130991383661827,0.572382244068725,0.00131561878035737,0,0,0,0,0,0,0.515328411747552,0.0301170848301188,0.530817105225231,0.0213834787814127,0.280078,0.0404445288654908,0.180263,0.0404445288654908,-246.14375986422,0.100520253277487,0.00220467239044238,0.000246952724342258,145.367687377477,75.3563618608801,4.36000747083405,0.760511482910501,74776.7537810053,70.8109100579887,1,0,10.81,9.15709693311282,10.8893,2.44999453926418,10.3150000000001,1088.93
"core","D_moderately_dense_n300","Spherical k-means",100,100,100,0,0,1,"none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.448874321819792,0.0324146018400095,0.447242917393502,0.0282122039984656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,12.22,4.4937217708193,0.0716000000000106,0.0197315314492757,0.0650000000000546,7.16000000000106
"core","D_strongly_dense_n1000","Dense-free",100,100,100,0,0,1,"none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.669215006946136,0.0198803977064476,0.653806298148341,0.0127624682168751,0.150732,0.0143240765034528,0.051082,0.0143240765034528,-247.312376627937,0.049997907925884,0.00068717795696273,8.97596421993328e-05,13.5836001013024,6.99208709402603,0.997528861775792,0.113757324421724,248165.316283691,115.057884388959,1,0,47.08,27.7913146813383,11.2064,2.54478850304944,10.9800000000001,1120.64
"core","D_strongly_dense_n1000","Dense-shared",100,100,100,0,0,1,"none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.597773490986172,0.019569778322758,0.586769954181187,0.0161398810028646,0.197188,0.0140361386384856,0.097538,0.0140361386384856,-247.120234333916,0.0558034205424273,0.000840680388045288,0.000108605729740595,133.272759275519,3.26019842578023,1.7158172002155,0.151578518585456,248034.527821885,112.97044204729,1,0,70.78,34.5588591749604,4.5648,0.898830306115636,4.495,456.48
"core","D_strongly_dense_n1000","E-ACGL",100,100,100,0,0,1,"S_eta","BIC-after-refit",125.69,3.70283811434015,0,0,0.04,0.196946385566932,125.42,3.63812583564115,0.23,0.509604719068583,0.765,0.0222553592941504,0.00638888888888889,0.014155686640794,0.998189592729846,0.00400269614351304,0.865991413800603,0.0143124718988685,0.765,0.0222553592941504,0.00638888888888889,0.014155686640794,0.998189592729846,0.00400269614351304,0.865991413800603,0.0143124718988685,0.783875,0.0227382864727572,0.00675,0.0145882026502807,0.997876428970156,0.00457330732130858,0.877837815868287,0.0143363641279403,0,0,0,0,0,0,0.612971394418065,0.0223927976862398,0.617237223629681,0.0128424823639123,0.20077,0.0332935808415455,0.10112,0.0332935808415455,-247.274703964282,0.0516333639810832,0.00106176735396268,0.000251597508916839,34.8200123869448,91.5898831127805,1.50266239783228,0.751977423706302,247945.531186634,116.331040541096,1,0,77.16,46.1227435735069,75.4739,8.19535676558085,74.445,7547.39
"core","D_strongly_dense_n1000","E-CGL",100,100,100,0,0,1,"S_eta","BIC-after-refit",153.96,6.13142262728182,0,0,1.05,0.88048425610713,145,4.43357256132858,7.91,2.74908616588763,0.890548780487805,0.0282616019567843,0.219722222222222,0.0763635046079897,0.94904247520029,0.0165133535459386,0.918500221268399,0.0151713169504996,0.890548780487805,0.0282616019567843,0.219722222222222,0.0763635046079897,0.94904247520029,0.0165133535459386,0.918500221268399,0.0151713169504996,0.90625,0.0277098285083036,0.224,0.0748668852367354,0.942280446558894,0.0178178250885253,0.92354606830549,0.0148061541865052,0,0,0,0,0,0,0.634788048280892,0.0307211310802959,0.638692215444153,0.0126103266944367,0.188552,0.0425379699192202,0.088902,0.0425379699192202,-247.304755949937,0.0494909434762609,0.00095902061834283,0.000356804045474293,66.8069874525946,158.597246824027,1.54739113918193,1.21995428257072,248063.870611518,121.128952756658,1,0,71.03,41.3910776995636,61.5282,7.20716708099192,60.6799999999999,6152.82
"core","D_strongly_dense_n1000","M-L",100,100,100,0,0,1,"S_P","BIC-after-refit",199.73,0.694203998777875,0,0,4,0,160,0,35.73,0.694203998777875,1,0,0.9925,0.0192834444104966,0.821118421750871,0.00288450418327117,0.901771065724454,0.00173113319226637,1,0,0.9925,0.0192834444104966,0.821118421750871,0.00288450418327117,0.901771065724454,0.00173113319226637,1,0,0.99325,0.0173550999694469,0.801091143171582,0.00281415042270368,0.889559354937759,0.00172679121571261,0,0,0,0,0,0,0.671157884777102,0.018650584269345,0.655416301120319,0.012143305419763,0.148426,0.0126427095612651,0.048776,0.0126427095612651,-247.31752564646,0.050206226147635,0.000662121272403516,7.30130597522377e-05,12.8030832233558,6.42106460909161,0.967574607489355,0.100522308782823,248159.794209004,115.378588296935,1,0,12.98,3.01169437863523,34.3933,8.29577293541476,33.445,3439.33
"core","D_strongly_dense_n1000","Spherical k-means",100,100,100,0,0,1,"none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.589378553295305,0.0245201078038089,0.575823528831739,0.0193395442851618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,18.08,5.31185067333011,0.244999999999992,0.039581140290125,0.239999999999896,24.4999999999992
"mcgl","A_eb050_equal_n1000","M-CGL",100,100,100,0,0,1,"S_mu","BIC-after-refit",16.04,0.196946385566932,0,0,0,0,16,0,0.04,0.196946385566932,0.8005,0.00499999999999999,0.000166666666666667,0.000952481155543141,0.998235294117647,0.0100850945881039,0.888468468468468,0.00514004732275359,1,0,0.000217391304347826,0.00107036079112463,0.997647058823529,0.0115850815039373,0.998787878787879,0.00596807228990699,1,0,0.000217391304347826,0.00107036079112463,0.997647058823529,0.0115850815039373,0.998787878787879,0.00596807228990699,0,0,0.96,0.196946385566932,0.96,0.196946385566932,0.867200620938162,0.00715634554010987,0.813866628264242,0.00833673481038294,0.051558,0.00288027706299168,0.000607999999999999,0.00288027706299168,-247.316272962927,0.0401049520606359,0.000128301881814437,1.13621908626264e-05,1.62777856469247,1.02926672090065,0.0612766736040753,0.0149864514761776,247559.510068255,92.725373895164,1,0,2.13,0.366666666666667,104.0589,13.2156258824411,104.22,10405.89
"mcgl","A_eb050_equal_n300","M-CGL",100,100,100,0,0,1,"S_mu","BIC-after-refit",16.23,0.489382212074519,0,0,0,0,16,0,0.23,0.489382212074519,0.801,0.00703526470681448,0.00116666666666667,0.0026537989202868,0.987832817337461,0.0270447536973162,0.884481404481405,0.0122783653861726,1,0,0.00125,0.00265968593518761,0.986656346749226,0.0277669944256337,0.993082251082251,0.0145390059396261,1,0,0.00125,0.00265968593518761,0.986656346749226,0.0277669944256337,0.993082251082251,0.0145390059396261,0,0,0.79,0.409360180740332,0.79,0.409360180740332,0.85608869582953,0.00908645081530718,0.802168493707988,0.0100789473256691,0.056038,0.00367681186009639,0.005088,0.00367681186009639,-247.009770948533,0.0530533234663902,0.000413622398014544,3.57824629887148e-05,9.47588589690639,4.65801040014072,0.221581070187081,0.0587735646677822,74365.8835842129,45.257678247214,1,0,3.92,0.872474710929848,171.2517,51.6636355328847,166.215,17125.17
"mcgl","A_eb050_heterogeneous_n1000","M-CGL",100,100,100,0,0,1,"S_mu","BIC-after-refit",20.04,0.196946385566932,0,0,4,0,16,0,0.04,0.196946385566932,1,0,0.000222222222222222,0.00109414658648296,0.998095238095238,0.00937839931271114,0.999024390243902,0.00480357037968128,1,0,0.000222222222222222,0.00109414658648296,0.998095238095238,0.00937839931271114,0.999024390243902,0.00480357037968128,1,0,0.0219565217391304,0.00107036079112464,0.798476190476191,0.00750271945016885,0.887927927927928,0.00473144469830466,0.96,0.196946385566932,0.96,0.196946385566932,0,0,0.86726389943909,0.00731634075826049,0.829792494049273,0.00767959067334228,0.052512,0.00291181084966768,0.002157,0.00291181084966768,-247.510192630518,0.0567644039649349,0.00014161125438989,1.56674522904825e-05,1.72740568682035,1.15250342194874,0.0868065295790945,0.0142714232245143,247775.230455006,115.150855423417,1,0,4.6,1.09175051725163,511.2642,105.683696841762,496.215,51126.42
"mcgl","A_eb050_heterogeneous_n300","M-CGL",100,100,100,0,0,1,"S_mu","BIC-after-refit",20.73,4.12397523236643,0,0,3.65,0.592461054424762,14.6,1.68174993036504,2.48,2.90064430320875,0.9125,0.0964980242640682,0.0137777777777778,0.0161146905733819,0.899214681509623,0.106716957846971,0.89738332535734,0.0603595415314996,0.9125,0.0964980242640682,0.0137777777777778,0.0161146905733819,0.899214681509623,0.106716957846971,0.89738332535734,0.0603595415314996,0.9125,0.105109370647815,0.0333152173913044,0.0167226925375277,0.718794357628008,0.0876602694123338,0.79674997544688,0.0621160847325586,0.08,0.272659924344291,0.08,0.272659924344291,0,0,0.812252728701147,0.0479571293561376,0.78716619246188,0.0320459303506435,0.076114,0.0207510545916748,0.025759,0.0207510545916748,-247.059858193923,0.11634197089718,0.000822730136083578,0.000368556470130498,18.1769796171483,13.9247264177324,0.628001776032854,0.261853327846152,74411.9582434705,74.5549408707143,1,0,11.73,9.35047667990323,456.5029,136.481930999986,434.47,45650.29
"mcgl","B_crossed_support_n400","M-CGL",100,100,100,0,0,1,"S_mu","BIC-after-refit",11.67,0.586979943903925,0.01,0.1,3.64,0.541602560309064,8,0,0.02,0.14070529413629,0.728125,0.0348325268139195,0.0025,0.0175881617670362,0.998461538461539,0.01082348416433,0.841610037472106,0.0238066500080384,0.97,0.0451335466924219,0.0025,0.0142872173331471,0.997692307692308,0.0131882006152127,0.983029249011858,0.0241006987967882,0.6675,0.0083333333333333,0.305,0.0477025482429024,0.688079254079254,0.0353329674926802,0.677180500658762,0.0172435520965632,0,0,0.64,0.482418151324422,0,0,0.996199354736407,0.00153791891185135,0.992588452121766,0.00275993804721655,0.001428,0.000577714060200663,0.000118,0.000577714060200663,-12.1755032530288,0.0587122448598576,0.000220348740472628,7.78528252154648e-05,2.88028368963476,2.32824102915599,0.343178846215874,0.122486508407029,4932.86234458755,74.4512652515639,1,0,2.32,0.649475312708791,58.9986,15.4323205387952,57.865,5899.86
"mcgl","B_shared_canonical_n1000","M-CGL",100,100,100,0,0,1,"S_mu","BIC-after-refit",21.16,1.81864640529014,0,0,1.1,1.67874411932904,19.99,0.1,0.07,0.293188669562103,0.2109,0.0168232042732709,7e-04,0.00293188669562103,0.997175792001879,0.0116791288362817,0.347815168445873,0.0218981326224,0.2109,0.0168232042732709,7e-04,0.00293188669562103,0.997175792001879,0.0116791288362817,0.347815168445873,0.0218981326224,0.9995,0.005,0.0065,0.0100830508133675,0.950525328938372,0.0690129077108189,0.973025730099828,0.0391187576322434,0,0,0,0,0.48,0.502116731568678,0.858739772677586,0.00791307692302609,0.820579550122268,0.00824628097952689,0.056466,0.00323004268664917,0.007466,0.00323004268664917,-247.431784088825,0.0508783299650678,0.000299121494707777,2.44355869876087e-05,1.18074487225757,0.902226847244467,0.244977375217382,0.0259228684769835,247709.413597222,128.736917852812,1,0,4.24,0.830236670650562,375.1809,80.138825028569,367.605,37518.09
"mcgl","C_eb050_equal_n2000","M-CGL",100,100,100,0,0,1,"S_mu","BIC-after-refit",16,0,0,0,0,0,16,0,0,0,0.8,0,0,0,1,0,0.888888888888889,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0.868743832663656,0.00776549721729564,0.815458927873351,0.00899328691882771,0.050956,0.00312417488096756,5.99999999999875e-06,0.00312417488096756,-247.377943807308,0.041347231975739,6.35847327740268e-05,5.52891899467192e-06,0.771587928797151,0.467727940440879,0.0286906071920995,0.00567907371153425,495015.013623428,116.685312624021,1,0,2,0,107.8426,16.2536078120856,105.47,10784.26
